1.000000000000000000e+06	1.688524753110263562e-09	1.778666404580565076e-09	1.864679958207904977e-09	1.893454124294164698e-09	1.891405341598265671e-09	1.864201209639825758e-09	1.823624901303530835e-09	1.741893258576407188e-09	1.647048255076150864e-09	1.532718878836074607e-09	1.390207060677319922e-09	1.264130493178493170e-09	1.108430556891844736e-09	9.759696807828876890e-10	8.670681382488905639e-10	7.707191173832525037e-10	6.913201448947560238e-10	6.267471134874302522e-10	5.620616155532386376e-10	5.073374726505152198e-10	4.585262807729077320e-10	4.117811527479865391e-10	3.746557383664607962e-10	3.392888032278455419e-10	3.105361004053864246e-10	2.815209070349442588e-10	2.545051319722238336e-10	2.319725530944765323e-10	2.119282022392190252e-10	1.931525079591653245e-10	1.762841801729640802e-10	1.606343196834806614e-10	1.467310549368952071e-10	1.339242681768532535e-10	1.223039975029268534e-10	1.110542551045829790e-10	1.014156880954254837e-10	9.273360840231997161e-11	8.388866872505052295e-11	7.683266430320126445e-11	6.981722771956816913e-11	6.318445931700089525e-11	5.719925494498400734e-11	5.167364088635264358e-11	4.641454446420662911e-11	4.144956291496639147e-11	3.694440686698983085e-11	3.270709480647129816e-11	2.886911320679903830e-11	2.523034341096779863e-11	2.186922505542378579e-11
1.122018454301962862e+06	2.104801375592976865e-09	2.197136869005879491e-09	2.284572301409923988e-09	2.301148179452847548e-09	2.282244806822287959e-09	2.238091632913874087e-09	2.175561535254060869e-09	2.067548173166099013e-09	1.946857159445637409e-09	1.805180275907216799e-09	1.631447423003143187e-09	1.479725045668806306e-09	1.297395808575151239e-09	1.142052689362211684e-09	1.013305956384784885e-09	9.001318486915015418e-10	8.067150323071259143e-10	7.300754962483175118e-10	6.540054810713459507e-10	5.897356802526096480e-10	5.323555352338181858e-10	4.777210147664967911e-10	4.342095304124755956e-10	3.928550368094030325e-10	3.590642470237909822e-10	3.252301630327315317e-10	2.939356112472447516e-10	2.675515394879664702e-10	2.441296381743228589e-10	2.222740666174598314e-10	2.026834626533297496e-10	1.844960483246211919e-10	1.683943249351626709e-10	1.534750514037245124e-10	1.400747201355609937e-10	1.270726539696992377e-10	1.159633331728522080e-10	1.058722891342478996e-10	9.571249898326966443e-11	8.758039193919814373e-11	7.950067619385449344e-11	7.191213945554957357e-11	6.504374231920304416e-11	5.870428119094329422e-11	5.269818708824679745e-11	4.703342729157146487e-11	4.188480686346639306e-11	3.704906603701219761e-11	3.267293490108960347e-11	2.852086032445891431e-11	2.469462665229389245e-11
1.258925411794166081e+06	2.604120549897117414e-09	2.695480418672700293e-09	2.780612947177116795e-09	2.780121729547050542e-09	2.738825460449008714e-09	2.672310204456703463e-09	2.582465196070684257e-09	2.442556818285909500e-09	2.290791315834780615e-09	2.116609580934290973e-09	1.906906028691057281e-09	1.725274329578623891e-09	1.512683885646602980e-09	1.331085306870578456e-09	1.179705976291189658e-09	1.047223590004754940e-09	9.377553013515984665e-10	8.472490215455138965e-10	7.582508482709243113e-10	6.830684929621752300e-10	6.159836817950341774e-10	5.524569888895622485e-10	5.016443880666514856e-10	4.535140973560086089e-10	4.139572541902782846e-10	3.746608313249610541e-10	3.385348568606348255e-10	3.077955982198173199e-10	2.805296915126949921e-10	2.551844623078746030e-10	2.325141590425803211e-10	2.114639913354711068e-10	1.928653988420832485e-10	1.755658604989086184e-10	1.601522564386388031e-10	1.451743189565504190e-10	1.323983834325292591e-10	1.207158604299723717e-10	1.090771738527210058e-10	9.972237593948812648e-11	9.043952384422167302e-11	8.176927556583953551e-11	7.390630816152008915e-11	6.664439911601191458e-11	5.979242501399286376e-11	5.334213781210791426e-11	4.746424684467506119e-11	4.195062930340853276e-11	3.696545225968271721e-11	3.223262076015472493e-11	2.787937759607090918e-11
1.412537544622755377e+06	3.195896785843313266e-09	3.282038042906369730e-09	3.360022600969495120e-09	3.336755944182379521e-09	3.266740644383008577e-09	3.171581720576270813e-09	3.048356313627274160e-09	2.870352107587676852e-09	2.681745552739100234e-09	2.469404958457162514e-09	2.218695520480001845e-09	2.002598495533505550e-09	1.755908991260868344e-09	1.544468117752894841e-09	1.367519978090137328e-09	1.213067683897141550e-09	1.085410224680228464e-09	9.791142956333899248e-10	8.755763271867556124e-10	7.880424744212841394e-10	7.100412531627708214e-10	6.365632872103554041e-10	5.774854325291492349e-10	5.217434102406176283e-10	4.756492204048921361e-10	4.302038578759486176e-10	3.886667160862576751e-10	3.530393107089740527e-10	3.214384123245125877e-10	2.921597009837142138e-10	2.660307674579059337e-10	2.417748447939825075e-10	2.203556084958565977e-10	2.003911985855987655e-10	1.827154563989114992e-10	1.655181181438230046e-10	1.508657516833978308e-10	1.373987150705111501e-10	1.241023545959497089e-10	1.133668313222744955e-10	1.027293420463512451e-10	9.284038094213790799e-11	8.386286083135061578e-11	7.556070218075522319e-11	6.775520709096355221e-11	6.042805054084354269e-11	5.372776998678417108e-11	4.745002353334982749e-11	4.177890143391705067e-11	3.639218896598075629e-11	3.144433454418848728e-11
1.584893192461114144e+06	3.888199534930302559e-09	3.963798821470023217e-09	4.028614862126460029e-09	3.975960015938836506e-09	3.870116983047606822e-09	3.739223078508861266e-09	3.575929229823994741e-09	3.353097320854364234e-09	3.121485039407002049e-09	2.864981831533222951e-09	2.568042932758153701e-09	2.312704247847789987e-09	2.027973001123505352e-09	1.782984045070938499e-09	1.577473115130386674e-09	1.398288006572263800e-09	1.250225304714410316e-09	1.126162829597141286e-09	1.006436992213687647e-09	9.050714337187299469e-10	8.149030807830444450e-10	7.303834796564552524e-10	6.620457588172691774e-10	5.978316692657082415e-10	5.444072118531875939e-10	4.920983275858879527e-10	4.445517749892889701e-10	4.034846513038466149e-10	3.670474681367058139e-10	3.333668089731392430e-10	3.033889056476459267e-10	2.755765454597583152e-10	2.509920969294177570e-10	2.280699199874916070e-10	2.078719704221756026e-10	1.881981861437853485e-10	1.714507280968053285e-10	1.559987233954730318e-10	1.408549998550459562e-10	1.285741913468141844e-10	1.164240666092758858e-10	1.051712985977205911e-10	9.495528990580304614e-11	8.548947756691569889e-11	7.661783160004712810e-11	6.831957639748861900e-11	6.069990656357829297e-11	5.356687554710269318e-11	4.713014550242444022e-11	4.101321639196401582e-11	3.540003905047777126e-11
1.778279410038922913e+06	4.687176128237297416e-09	4.745692835291375086e-09	4.790127021053826283e-09	4.700576115667426887e-09	4.551088054203148345e-09	4.376750153775449861e-09	4.166159579016688018e-09	3.891382846067690422e-09	3.610378735278424389e-09	3.303550549743529757e-09	2.955106156271440789e-09	2.655679547927040651e-09	2.328970911683236646e-09	2.046720308518610591e-09	1.809661956893125107e-09	1.602967894505321518e-09	1.432274063967747118e-09	1.288465638646140684e-09	1.150916561758148788e-09	1.034235481535910062e-09	9.306464852474145222e-10	8.339956591991411189e-10	7.554066267426065482e-10	6.818516599536498955e-10	6.203043845674116404e-10	5.604093910219172335e-10	5.062560657408782888e-10	4.591919783867384574e-10	4.174207215696388472e-10	3.788589131435878109e-10	3.446399882416197457e-10	3.129211677796030952e-10	2.848178529000240817e-10	2.586437047651957466e-10	2.356598090572996572e-10	2.132466873166762690e-10	1.941824267284485801e-10	1.765427354385526274e-10	1.593573776965916293e-10	1.453651989035726985e-10	1.315424356555344144e-10	1.187781741900235703e-10	1.071987795465434484e-10	9.644444748258790349e-11	8.639300835517664966e-11	7.702918497688701546e-11	6.839225462212817852e-11	6.031158819717525784e-11	5.302887709797521500e-11	4.610457175679933932e-11	3.975406002765964937e-11
1.995262314968878869e+06	5.596426971987994004e-09	5.630089812492951269e-09	5.645828575474609863e-09	5.511055906796338557e-09	5.309526697844648306e-09	5.083656734458510441e-09	4.818208157381741465e-09	4.484192233111866915e-09	4.147413947312828785e-09	3.784140462641536048e-09	3.379026955350933283e-09	3.030725332999342030e-09	2.658218643344169299e-09	2.335093434416176903e-09	2.063596302385342643e-09	1.826682962826765972e-09	1.631179551246981399e-09	1.465706950378918573e-09	1.308757841117602103e-09	1.175314622452144927e-09	1.057085590471579510e-09	9.472419981386313931e-10	8.574395420653113844e-10	7.736890227582295349e-10	7.032477261405860341e-10	6.350553468312675737e-10	5.737100927287602368e-10	5.201006465608978518e-10	4.725125353292876528e-10	4.285937667994731957e-10	3.897509369333086047e-10	3.537871210168982782e-10	3.218124697969747636e-10	2.920995843202949027e-10	2.660695811170084998e-10	2.406566345010418905e-10	2.190574899223536959e-10	1.990303321670384434e-10	1.796101465655354306e-10	1.637434902440291955e-10	1.480905974275299327e-10	1.336686381467848196e-10	1.206024206810911882e-10	1.084364984277403263e-10	9.709313816530438074e-11	8.657030956971552421e-11	7.681937629597288862e-11	6.769932620665973603e-11	5.949078100854178816e-11	5.168221556822298007e-11	4.452220330054472483e-11
2.238721138568338007e+06	6.616590643199324667e-09	6.616484295987822490e-09	6.594238320210186315e-09	6.405269947379011366e-09	6.143031816179213743e-09	5.857407058822602360e-09	5.529484692430839205e-09	5.129033252443151373e-09	4.730335975228411846e-09	4.304751002733134980e-09	3.838088040740901833e-09	3.436308897981702216e-09	3.014390211719579323e-09	2.646970773478221196e-09	2.338308509532840799e-09	2.068603212038319131e-09	1.846214968854522965e-09	1.657273723468135078e-09	1.479440036844172563e-09	1.327864853331252884e-09	1.193848769560903857e-09	1.069808602681631263e-09	9.678796951810507670e-10	8.731158834852219374e-10	7.930465352071159319e-10	7.158781639558671878e-10	6.467786673719997178e-10	5.860956337307860279e-10	5.322322172235019919e-10	4.825004585583503584e-10	4.386664410033827579e-10	3.981368416259082470e-10	3.619497842319319887e-10	3.284243529958538225e-10	2.990966918628838629e-10	2.704332081936657876e-10	2.460869446453250779e-10	2.234793003295126153e-10	2.016369814995303620e-10	1.837357597564768760e-10	1.661010613251182592e-10	1.498784670259071198e-10	1.352040546755585451e-10	1.215053132256914006e-10	1.087604965810174879e-10	9.698567524517311241e-11	8.602487087774128832e-11	7.577395993832220696e-11	6.655913637163591844e-11	5.778859366788341455e-11	4.974550117151164476e-11
2.511886431509582326e+06	7.745143399876631226e-09	7.701439134579059578e-09	7.631148207816934444e-09	7.378691532899360563e-09	7.047064738683480310e-09	6.693680521146116465e-09	6.295959618887709053e-09	5.822280535741468451e-09	5.355996447398357966e-09	4.862682106867734711e-09	4.330020697518756486e-09	3.870456939643942078e-09	3.395783905721994213e-09	2.980907091734642681e-09	2.632564734588908147e-09	2.327686565008789367e-09	2.076483483374378300e-09	1.862419043447501985e-09	1.662339287379136764e-09	1.491365977066780191e-09	1.340508430801440605e-09	1.201349554479180591e-09	1.086445889754927684e-09	9.799031934101354559e-10	8.895207281331788721e-10	8.027407162586179004e-10	7.253549492503488638e-10	6.571008429428439779e-10	5.965311025375046860e-10	5.405575227186501184e-10	4.913869387446059884e-10	4.459913312621290919e-10	4.052673598084010993e-10	3.676703717171598747e-10	3.348045182873783199e-10	3.026518992500554850e-10	2.753541923192369941e-10	2.499787202551410522e-10	2.255326586428449560e-10	2.054409043048443045e-10	1.856756917540243967e-10	1.675117593452455544e-10	1.511072542200069726e-10	1.357552727425855389e-10	1.214981900013908227e-10	1.083756427371413659e-10	9.610678421311607605e-11	8.463060261107623433e-11	7.432494569354626276e-11	6.451040630418515651e-11	5.550545998322844825e-11
2.818382931264454965e+06	8.976335921184631479e-09	8.878582168962192021e-09	8.749835710498551027e-09	8.424651405318097073e-09	8.015406535945384831e-09	7.586829813021163587e-09	7.112607187195576898e-09	6.559635230368060170e-09	6.020766353851559477e-09	5.454941551600804033e-09	4.852351989294319060e-09	4.331081278976381997e-09	3.800609800596087968e-09	3.335408271543424425e-09	2.945107822228776313e-09	2.602920054239044584e-09	2.321148324850384406e-09	2.080474153506850852e-09	1.856923985449621573e-09	1.665413075884696847e-09	1.496764077863086304e-09	1.341654113663492689e-09	1.213002454570833186e-09	1.093970985335991915e-09	9.926421519500074250e-10	8.956640526279529460e-10	8.094921167729160339e-10	7.331982603399195483e-10	6.655174025268753592e-10	6.029021689468885539e-10	5.480680343257490403e-10	4.975232490256626706e-10	4.519546052766895009e-10	4.100384131779237015e-10	3.734009854954268687e-10	3.375300251952156373e-10	3.070775857959224228e-10	2.787497438119123647e-10	2.515209633220859273e-10	2.290790258047252680e-10	2.070338719612772656e-10	1.867847294462548768e-10	1.685217214534447809e-10	1.513905240781236405e-10	1.355040999951669765e-10	1.209288164729306450e-10	1.072453727078884328e-10	9.444069606775450632e-11	8.294900910618861159e-11	7.199764827250045779e-11	6.194081817642746773e-11
