# redshift	 global evolution factor
0.00	1.0000e+00
0.01	1.0158e+00
0.03	1.0420e+00
0.04	1.0942e+00
0.05	1.1105e+00
0.20	1.5715e+00
0.40	2.3129e+00
0.50	2.7244e+00
0.60	3.1546e+00
0.80	4.0896e+00
1.00	5.0745e+00
1.25	6.2859e+00
1.50	7.3945e+00
2.00	8.8877e+00
2.50	9.2425e+00
3.00	8.6662e+00
4.00	6.2622e+00
5.00	3.7171e+00
6.00	2.0106e+00
7.00	1.2114e-05
