# Interaction rate with the cosmic infrared and optical background radiation model of Stecker at al. 2005
# log10(E/eV)	1/lambda_PP [1/Mpc]	1/lambda_ICS [1/Mpc]	1/lambda_DPP [1/Mpc]	1/lambda_TPP [1/Mpc]
20.290	3.866795e-06	2.324513e-06	1.568005e-05	6.336542e-02
20.300	3.904720e-06	2.347209e-06	1.595118e-05	6.450015e-02
20.310	3.552683e-06	2.134772e-06	1.531969e-05	6.220453e-02
20.320	3.592797e-06	2.158785e-06	1.560279e-05	6.338977e-02
20.330	3.506209e-06	2.106433e-06	1.557623e-05	6.339327e-02
20.340	3.542953e-06	2.128418e-06	1.585335e-05	6.455873e-02
20.350	3.221540e-06	1.934600e-06	1.521585e-05	6.221967e-02
20.360	3.258104e-06	1.956477e-06	1.549696e-05	6.340435e-02
20.370	3.293189e-06	1.977463e-06	1.577621e-05	6.458370e-02
20.380	3.186352e-06	1.912965e-06	1.567653e-05	6.430658e-02
20.390	3.217654e-06	1.931676e-06	1.594785e-05	6.545856e-02
20.400	2.927317e-06	1.756719e-06	1.531609e-05	6.312333e-02
20.410	2.960361e-06	1.776476e-06	1.559912e-05	6.432551e-02
20.420	2.888961e-06	1.733369e-06	1.557262e-05	6.432759e-02
20.430	2.919278e-06	1.751488e-06	1.584989e-05	6.551049e-02
20.440	2.947446e-06	1.768314e-06	1.612245e-05	6.667689e-02
20.450	2.684384e-06	1.609901e-06	1.549337e-05	6.433382e-02
20.460	2.713303e-06	1.627180e-06	1.577272e-05	6.553059e-02
20.470	2.624399e-06	1.573585e-06	1.567034e-05	6.523676e-02
20.480	2.650257e-06	1.589024e-06	1.594198e-05	6.640658e-02
20.490	2.410884e-06	1.444976e-06	1.531010e-05	6.403227e-02
20.500	2.438109e-06	1.461235e-06	1.559312e-05	6.525165e-02
20.510	2.379251e-06	1.425751e-06	1.556671e-05	6.525250e-02
20.520	2.404266e-06	1.440684e-06	1.584418e-05	6.645306e-02
20.530	2.427453e-06	1.454518e-06	1.611665e-05	6.763570e-02
20.540	2.210597e-06	1.324107e-06	1.548747e-05	6.525383e-02
20.550	2.234423e-06	1.338326e-06	1.576688e-05	6.646782e-02
20.560	2.161740e-06	1.294570e-06	1.566680e-05	6.617684e-02
20.570	2.183074e-06	1.307294e-06	1.593863e-05	6.736397e-02
20.580	1.985739e-06	1.188701e-06	1.530648e-05	6.494999e-02
20.590	2.008156e-06	1.202074e-06	1.558943e-05	6.618629e-02
20.600	1.959643e-06	1.172867e-06	1.556308e-05	6.618575e-02
20.610	1.980276e-06	1.185170e-06	1.584069e-05	6.740379e-02
20.620	1.999362e-06	1.196545e-06	1.611309e-05	6.860272e-02
20.630	1.820638e-06	1.089208e-06	1.548386e-05	6.618223e-02
20.640	1.840271e-06	1.100910e-06	1.576336e-05	6.741366e-02
20.650	1.779818e-06	1.064567e-06	1.566060e-05	6.710569e-02
20.660	1.797436e-06	1.075063e-06	1.593276e-05	6.831073e-02
20.670	1.634806e-06	9.774542e-07	1.530048e-05	6.585764e-02
20.680	1.653270e-06	9.884564e-07	1.558342e-05	6.711114e-02
20.690	1.613295e-06	9.644222e-07	1.555718e-05	6.710939e-02
20.700	1.630314e-06	9.745594e-07	1.583498e-05	6.834513e-02
20.710	1.646020e-06	9.839097e-07	1.610730e-05	6.956028e-02
20.720	1.498748e-06	8.955745e-07	1.547796e-05	6.710097e-02
20.730	1.514916e-06	9.052022e-07	1.575752e-05	6.834964e-02
20.740	1.465517e-06	8.755423e-07	1.565708e-05	6.804487e-02
20.750	1.480048e-06	8.841900e-07	1.592944e-05	6.926727e-02
20.760	1.346032e-06	8.038565e-07	1.529689e-05	6.677446e-02
20.770	1.361230e-06	8.129031e-07	1.557975e-05	6.804485e-02
20.780	1.328295e-06	7.931271e-07	1.555356e-05	6.804171e-02
20.790	1.342328e-06	8.014767e-07	1.583151e-05	6.929497e-02
20.800	1.355251e-06	8.091624e-07	1.610375e-05	7.052639e-02
20.810	1.233923e-06	7.364797e-07	1.547437e-05	6.802846e-02
20.820	1.247241e-06	7.444018e-07	1.575403e-05	6.929457e-02
20.830	1.206168e-06	7.197729e-07	1.565085e-05	6.897221e-02
20.840	1.218164e-06	7.269042e-07	1.592357e-05	7.021276e-02
20.850	1.107760e-06	6.608063e-07	1.529088e-05	6.768079e-02
20.860	1.120274e-06	6.682472e-07	1.557375e-05	6.896839e-02
20.870	1.093146e-06	6.519792e-07	1.554766e-05	6.896408e-02
20.880	1.104717e-06	6.588569e-07	1.582580e-05	7.023506e-02
20.890	1.115348e-06	6.651729e-07	1.609796e-05	7.148270e-02
20.900	1.015409e-06	6.053763e-07	1.546848e-05	6.894593e-02
20.910	1.026374e-06	6.118918e-07	1.574818e-05	7.022930e-02
20.920	9.928219e-07	5.917972e-07	1.564732e-05	6.991031e-02
20.930	1.002712e-06	5.976712e-07	1.592022e-05	7.116829e-02
20.940	9.117670e-07	5.432884e-07	1.528727e-05	6.859653e-02
20.950	9.220644e-07	5.494050e-07	1.557006e-05	6.990101e-02
20.960	8.997226e-07	5.360236e-07	1.554403e-05	6.989536e-02
20.970	9.092603e-07	5.416869e-07	1.582231e-05	7.118387e-02
20.980	9.180055e-07	5.468772e-07	1.609440e-05	7.244775e-02
20.990	8.357028e-07	4.976913e-07	1.546487e-05	6.987235e-02
21.000	8.447321e-07	5.030511e-07	1.574468e-05	7.117318e-02
21.010	8.168476e-07	4.863716e-07	1.564112e-05	7.083649e-02
21.020	8.250097e-07	4.912143e-07	1.591435e-05	7.211254e-02
21.030	7.501154e-07	4.464820e-07	1.528127e-05	6.950157e-02
21.040	7.585916e-07	4.515117e-07	1.556406e-05	7.082326e-02
21.050	7.401963e-07	4.405074e-07	1.553814e-05	7.081647e-02
21.060	7.480584e-07	4.451712e-07	1.581660e-05	7.212274e-02
21.070	7.552503e-07	4.494353e-07	1.608861e-05	7.340283e-02
21.080	6.874812e-07	4.089819e-07	1.545898e-05	7.078856e-02
21.090	6.949129e-07	4.133890e-07	1.573884e-05	7.210666e-02
21.100	6.721439e-07	3.997852e-07	1.563761e-05	7.177370e-02
21.110	6.788718e-07	4.037731e-07	1.591104e-05	7.306725e-02
21.120	6.171994e-07	3.669799e-07	1.527769e-05	7.041642e-02
21.130	6.241720e-07	3.711134e-07	1.556040e-05	7.175496e-02
21.140	6.090275e-07	3.620645e-07	1.553454e-05	7.174684e-02
21.150	6.155060e-07	3.659037e-07	1.581314e-05	7.307067e-02
21.160	6.214201e-07	3.694069e-07	1.608508e-05	7.436698e-02
21.170	5.656298e-07	3.361415e-07	1.545539e-05	7.171405e-02
21.180	5.717477e-07	3.397659e-07	1.573535e-05	7.304965e-02
21.190	5.528307e-07	3.284768e-07	1.563142e-05	7.269854e-02
21.200	5.583811e-07	3.317636e-07	1.590518e-05	7.401024e-02
21.210	5.076109e-07	3.015083e-07	1.527169e-05	7.132016e-02
21.220	5.133487e-07	3.049065e-07	1.555440e-05	7.267591e-02
21.230	5.008839e-07	2.974672e-07	1.552864e-05	7.266667e-02
21.240	5.062226e-07	3.006281e-07	1.580744e-05	7.400830e-02
21.250	5.110849e-07	3.035055e-07	1.607929e-05	7.532081e-02
21.260	4.651621e-07	2.761538e-07	1.544950e-05	7.262896e-02
21.270	4.701961e-07	2.791333e-07	1.572952e-05	7.398188e-02
21.280	4.547537e-07	2.699279e-07	1.562789e-05	7.363467e-02
21.290	4.593275e-07	2.726339e-07	1.590184e-05	7.496383e-02
21.300	4.175344e-07	2.477553e-07	1.526808e-05	7.223383e-02
21.310	4.222529e-07	2.505472e-07	1.555064e-05	7.360594e-02
21.320	4.119942e-07	2.444315e-07	1.552492e-05	7.359528e-02
21.330	4.163924e-07	2.470331e-07	1.580385e-05	7.495440e-02
21.340	4.203898e-07	2.493964e-07	1.607562e-05	7.628305e-02
21.350	3.825967e-07	2.269110e-07	1.544570e-05	7.355200e-02
21.360	3.867397e-07	2.293608e-07	1.572580e-05	7.492236e-02
21.370	3.739151e-07	2.217244e-07	1.562147e-05	7.455665e-02
21.380	3.776874e-07	2.239542e-07	1.589572e-05	7.590382e-02
21.390	3.432936e-07	2.035020e-07	1.526181e-05	7.313439e-02
21.400	3.471755e-07	2.057968e-07	1.554436e-05	7.452359e-02
21.410	3.387341e-07	2.007700e-07	1.551868e-05	7.451149e-02
21.420	3.423582e-07	2.029117e-07	1.579781e-05	7.588850e-02
21.430	3.456437e-07	2.048525e-07	1.606948e-05	7.723317e-02
21.440	3.145451e-07	1.863693e-07	1.543943e-05	7.446302e-02
21.450	3.179531e-07	1.883827e-07	1.571957e-05	7.585053e-02
21.460	3.074882e-07	1.821580e-07	1.561755e-05	7.548889e-02
21.470	3.105951e-07	1.839928e-07	1.589192e-05	7.685329e-02
21.480	2.822927e-07	1.671802e-07	1.525775e-05	7.404387e-02
21.490	2.854840e-07	1.690651e-07	1.554019e-05	7.544965e-02
21.500	2.785387e-07	1.649336e-07	1.551450e-05	7.543582e-02
21.510	2.815237e-07	1.666961e-07	1.579377e-05	7.683043e-02
21.520	2.842240e-07	1.682898e-07	1.606533e-05	7.819102e-02
21.530	2.586389e-07	1.530991e-07	1.543519e-05	7.538187e-02
21.540	2.614429e-07	1.547542e-07	1.571539e-05	7.678667e-02
21.550	2.527543e-07	1.495915e-07	1.561061e-05	7.640586e-02
21.560	2.553146e-07	1.511022e-07	1.588518e-05	7.778777e-02
21.570	2.320317e-07	1.372853e-07	1.525092e-05	7.493913e-02
21.580	2.346565e-07	1.388343e-07	1.553331e-05	7.636176e-02
21.590	2.289434e-07	1.354393e-07	1.550762e-05	7.634626e-02
21.600	2.314024e-07	1.368899e-07	1.578707e-05	7.775857e-02
21.610	2.336213e-07	1.381983e-07	1.605849e-05	7.913492e-02
21.620	2.125737e-07	1.257142e-07	1.542813e-05	7.628615e-02
21.630	2.148806e-07	1.270747e-07	1.570838e-05	7.770809e-02
21.640	2.077924e-07	1.228672e-07	1.560584e-05	7.733124e-02
21.650	2.098999e-07	1.241096e-07	1.588044e-05	7.872986e-02
21.660	1.907469e-07	1.127549e-07	1.524594e-05	7.584116e-02
21.670	1.929043e-07	1.140269e-07	1.552817e-05	7.728005e-02
21.680	1.882051e-07	1.112373e-07	1.550242e-05	7.726251e-02
21.690	1.902300e-07	1.124308e-07	1.578197e-05	7.869214e-02
21.700	1.920532e-07	1.135050e-07	1.605323e-05	8.008402e-02
21.710	1.747407e-07	1.032463e-07	1.542261e-05	7.719530e-02
21.720	1.766399e-07	1.043654e-07	1.570298e-05	7.863472e-02
21.730	1.707571e-07	1.008769e-07	1.559765e-05	7.823802e-02
21.740	1.724934e-07	1.018997e-07	1.587238e-05	7.965377e-02
21.750	1.567420e-07	9.257052e-08	1.523772e-05	7.672540e-02
21.760	1.585159e-07	9.361555e-08	1.551985e-05	7.818071e-02
21.770	1.601920e-07	9.460273e-08	1.579747e-05	7.961585e-02
21.780	1.563192e-07	9.230598e-08	1.577371e-05	7.960802e-02
21.790	1.578170e-07	9.318769e-08	1.604476e-05	8.101518e-02
21.800	1.435783e-07	8.475844e-08	1.541379e-05	7.808599e-02
21.810	1.451412e-07	8.567866e-08	1.569420e-05	7.954244e-02
21.820	1.403437e-07	8.283649e-08	1.559107e-05	7.914958e-02
21.830	1.417725e-07	8.367745e-08	1.586577e-05	8.058158e-02
21.840	1.288189e-07	7.601259e-08	1.523078e-05	7.761258e-02
21.850	1.302765e-07	7.687055e-08	1.551267e-05	7.908357e-02
21.860	1.316546e-07	7.768154e-08	1.579020e-05	8.053479e-02
21.870	1.284719e-07	7.579586e-08	1.576641e-05	8.052503e-02
21.880	1.297022e-07	7.651954e-08	1.603720e-05	8.194707e-02
21.890	1.179936e-07	6.959457e-08	1.540588e-05	7.897726e-02
21.900	1.192800e-07	7.035138e-08	1.568633e-05	8.045059e-02
21.910	1.152993e-07	6.799535e-08	1.558029e-05	8.003681e-02
21.920	1.164761e-07	6.868745e-08	1.585503e-05	8.148540e-02
21.930	1.058261e-07	6.239143e-08	1.521981e-05	7.847609e-02
21.940	1.070243e-07	6.309619e-08	1.550151e-05	7.996288e-02
21.950	1.081575e-07	6.376248e-08	1.577892e-05	8.143006e-02
21.960	1.055425e-07	6.221464e-08	1.575512e-05	8.141836e-02
21.970	1.065530e-07	6.280855e-08	1.602563e-05	8.285505e-02
21.980	9.692591e-08	5.711987e-08	1.539387e-05	7.984409e-02
21.990	9.798427e-08	5.774202e-08	1.567427e-05	8.133382e-02
22.000	9.473863e-08	5.582281e-08	1.557031e-05	8.092334e-02
22.010	9.570682e-08	5.639177e-08	1.584492e-05	8.238749e-02
22.020	8.695088e-08	5.122017e-08	1.520927e-05	7.933676e-02
22.030	8.793523e-08	5.179864e-08	1.549061e-05	8.083844e-02
22.040	8.886664e-08	5.234590e-08	1.576782e-05	8.232097e-02
22.050	8.671821e-08	5.107540e-08	1.574389e-05	8.230663e-02
22.060	8.754805e-08	5.156276e-08	1.601405e-05	8.375746e-02
22.070	7.963382e-08	4.689036e-08	1.538184e-05	8.070519e-02
22.080	8.050474e-08	4.740192e-08	1.566218e-05	8.221121e-02
22.090	7.781262e-08	4.581149e-08	1.555525e-05	8.177887e-02
22.100	7.860987e-08	4.627963e-08	1.582980e-05	8.325896e-02
22.110	7.141294e-08	4.203259e-08	1.519384e-05	8.016734e-02
22.120	7.222198e-08	4.250768e-08	1.547491e-05	8.168422e-02
22.130	7.298764e-08	4.295721e-08	1.575193e-05	8.318215e-02
22.140	7.122294e-08	4.191457e-08	1.572791e-05	8.316529e-02
22.150	7.190436e-08	4.231445e-08	1.599768e-05	8.463005e-02
22.160	6.539884e-08	3.847708e-08	1.536494e-05	8.153588e-02
22.170	6.611518e-08	3.889753e-08	1.564513e-05	8.305764e-02
22.180	6.392093e-08	3.760235e-08	1.554020e-05	8.262826e-02
22.190	6.457669e-08	3.798712e-08	1.581452e-05	8.412326e-02
22.200	5.866130e-08	3.449935e-08	1.517804e-05	8.098956e-02
22.210	5.932572e-08	3.488922e-08	1.545869e-05	8.252074e-02
22.220	5.995494e-08	3.525836e-08	1.573544e-05	8.403359e-02
22.230	5.850549e-08	3.440274e-08	1.571124e-05	8.401373e-02
22.240	5.906495e-08	3.473081e-08	1.598059e-05	8.549213e-02
22.250	5.371827e-08	3.157968e-08	1.534734e-05	8.235613e-02
22.260	5.430760e-08	3.192533e-08	1.562744e-05	8.389396e-02
22.270	5.248792e-08	3.085219e-08	1.551948e-05	8.344198e-02
22.280	5.302777e-08	3.116872e-08	1.579372e-05	8.495272e-02
22.290	4.816690e-08	2.830512e-08	1.515690e-05	8.177783e-02
22.300	4.871286e-08	2.862524e-08	1.543721e-05	8.332376e-02
22.310	4.922999e-08	2.892840e-08	1.571372e-05	8.485166e-02
22.320	4.803973e-08	2.822639e-08	1.568937e-05	8.482895e-02
22.330	4.849903e-08	2.849553e-08	1.595829e-05	8.632089e-02
22.340	4.410516e-08	2.590812e-08	1.532447e-05	8.314265e-02
22.350	4.458979e-08	2.619214e-08	1.560440e-05	8.469603e-02
22.360	4.310690e-08	2.531836e-08	1.549841e-05	8.424710e-02
22.370	4.355084e-08	2.557847e-08	1.577244e-05	8.577286e-02
22.380	3.955655e-08	2.322732e-08	1.513513e-05	8.255604e-02
22.390	4.000481e-08	2.348996e-08	1.541502e-05	8.411627e-02
22.400	4.042969e-08	2.373886e-08	1.569128e-05	8.565914e-02
22.410	3.945232e-08	2.316290e-08	1.566681e-05	8.563382e-02
22.420	3.982932e-08	2.338366e-08	1.593536e-05	8.713970e-02
22.430	3.621905e-08	2.125941e-08	1.530109e-05	8.391995e-02
22.440	3.661767e-08	2.149287e-08	1.558098e-05	8.548975e-02
22.450	3.538831e-08	2.076909e-08	1.547200e-05	8.501808e-02
22.460	3.575371e-08	2.098302e-08	1.574598e-05	8.655983e-02
22.470	3.247227e-08	1.905304e-08	1.510836e-05	8.330202e-02
22.480	3.284053e-08	1.926866e-08	1.538796e-05	8.487723e-02
22.490	3.318965e-08	1.947303e-08	1.566403e-05	8.643550e-02
22.500	3.238724e-08	1.900057e-08	1.563946e-05	8.640768e-02
22.510	3.269670e-08	1.918165e-08	1.590769e-05	8.792782e-02
22.520	2.973052e-08	1.743778e-08	1.527298e-05	8.466657e-02
22.530	3.005826e-08	1.762959e-08	1.555283e-05	8.625287e-02
22.540	2.905674e-08	1.704042e-08	1.544595e-05	8.578535e-02
22.550	2.935715e-08	1.721618e-08	1.571983e-05	8.734287e-02
22.560	2.666137e-08	1.563191e-08	1.508190e-05	8.404419e-02
22.570	2.696366e-08	1.580878e-08	1.536122e-05	8.563471e-02
22.580	2.725044e-08	1.597654e-08	1.563721e-05	8.720908e-02
22.590	2.659170e-08	1.558899e-08	1.561262e-05	8.717941e-02
22.600	2.684567e-08	1.573750e-08	1.588063e-05	8.871444e-02
22.610	2.440906e-08	1.430609e-08	1.524559e-05	8.541247e-02
22.620	2.467857e-08	1.446371e-08	1.552553e-05	8.701607e-02
22.630	2.384844e-08	1.397576e-08	1.541577e-05	8.652621e-02
22.640	2.409565e-08	1.412030e-08	1.568972e-05	8.810063e-02
22.650	2.188144e-08	1.282004e-08	1.505155e-05	8.476147e-02
22.660	2.212980e-08	1.296526e-08	1.533076e-05	8.636812e-02
22.670	2.236539e-08	1.310298e-08	1.560667e-05	8.795861e-02
22.680	2.182470e-08	1.278513e-08	1.558207e-05	8.792713e-02
22.690	2.203313e-08	1.290693e-08	1.584984e-05	8.947688e-02
22.700	2.003169e-08	1.173207e-08	1.521440e-05	8.613359e-02
22.710	2.025323e-08	1.186155e-08	1.549431e-05	8.775384e-02
22.720	1.957706e-08	1.146440e-08	1.538664e-05	8.726829e-02
22.730	1.978026e-08	1.158313e-08	1.566048e-05	8.885843e-02
22.740	1.796155e-08	1.051594e-08	1.502181e-05	8.547720e-02
22.750	1.816547e-08	1.063509e-08	1.530081e-05	8.709940e-02
22.760	1.835895e-08	1.074812e-08	1.557655e-05	8.870546e-02
22.770	1.791518e-08	1.048745e-08	1.555186e-05	8.867162e-02
22.780	1.808620e-08	1.058732e-08	1.581933e-05	9.023567e-02
22.790	1.644246e-08	9.623159e-09	1.518348e-05	8.685103e-02
22.800	1.662447e-08	9.729463e-09	1.546325e-05	8.848726e-02
22.810	1.606431e-08	9.400709e-09	1.535276e-05	8.797921e-02
22.820	1.623149e-08	9.498325e-09	1.562658e-05	8.958558e-02
22.830	1.473796e-08	8.622599e-09	1.498750e-05	8.616276e-02
22.840	1.490551e-08	8.720436e-09	1.526637e-05	8.780083e-02
22.850	1.506442e-08	8.813211e-09	1.554194e-05	8.942239e-02
22.860	1.470026e-08	8.599462e-09	1.551715e-05	8.938604e-02
22.870	1.484059e-08	8.681355e-09	1.578428e-05	9.096410e-02
22.880	1.349072e-08	7.890151e-09	1.514791e-05	8.753738e-02
22.890	1.364006e-08	7.977321e-09	1.542730e-05	8.918805e-02
22.900	1.318416e-08	7.709949e-09	1.531912e-05	8.868569e-02
22.910	1.332154e-08	7.790119e-09	1.559274e-05	9.030722e-02
22.920	1.209506e-08	7.071496e-09	1.495307e-05	8.684165e-02
22.930	1.223260e-08	7.151758e-09	1.523165e-05	8.849464e-02
22.940	1.236308e-08	7.227885e-09	1.550697e-05	9.013120e-02
22.950	1.206408e-08	7.052519e-09	1.548184e-05	9.009099e-02
22.960	1.217936e-08	7.119754e-09	1.574877e-05	9.168381e-02
22.970	1.107099e-08	6.470564e-09	1.511195e-05	8.821534e-02
22.980	1.119356e-08	6.542060e-09	1.539101e-05	8.988082e-02
22.990	1.081603e-08	6.320818e-09	1.528010e-05	8.935618e-02
23.000	1.092903e-08	6.386719e-09	1.555370e-05	9.099385e-02
