# Interaction rate with the cosmic infrared and optical background radiation model of Stecker at al. 2005
# log10(E/eV)	1/lambda_PP [1/Mpc]	1/lambda_ICS [1/Mpc]	1/lambda_DPP [1/Mpc]	1/lambda_TPP [1/Mpc]
16.440	1.063846e-02	7.239945e-03	1.447595e-05	2.234596e-02
16.450	1.075897e-02	7.078212e-03	1.474271e-05	2.242005e-02
16.460	1.052774e-02	7.158245e-03	1.474466e-05	2.286104e-02
16.470	1.063677e-02	7.230983e-03	1.500612e-05	2.329377e-02
16.480	9.741985e-03	6.612225e-03	1.446954e-05	2.263737e-02
16.490	9.855294e-03	6.687754e-03	1.473994e-05	2.308541e-02
16.500	9.557410e-03	6.480637e-03	1.466666e-05	2.306220e-02
16.510	9.661886e-03	6.550084e-03	1.493235e-05	2.350665e-02
16.520	8.837190e-03	5.981536e-03	1.438362e-05	2.282482e-02
16.530	8.943640e-03	6.052445e-03	1.465642e-05	2.328297e-02
16.540	9.044764e-03	5.916619e-03	1.492529e-05	2.335560e-02
16.550	8.849378e-03	5.983553e-03	1.492312e-05	2.381400e-02
16.560	8.940726e-03	6.044196e-03	1.518632e-05	2.426315e-02
16.570	8.185776e-03	5.525328e-03	1.463333e-05	2.356795e-02
16.580	8.280876e-03	5.588427e-03	1.490577e-05	2.403338e-02
16.590	8.031499e-03	5.416120e-03	1.482911e-05	2.400665e-02
16.600	8.119154e-03	5.474131e-03	1.509662e-05	2.446803e-02
16.610	7.423781e-03	4.997630e-03	1.453284e-05	2.374724e-02
16.620	7.512972e-03	5.056760e-03	1.480731e-05	2.422246e-02
16.630	7.597738e-03	5.112888e-03	1.507790e-05	2.469325e-02
16.640	7.432848e-03	4.998734e-03	1.507223e-05	2.476932e-02
16.650	7.509317e-03	5.049259e-03	1.533684e-05	2.523486e-02
16.660	6.873140e-03	4.614615e-03	1.477010e-05	2.450090e-02
16.670	6.952914e-03	4.667308e-03	1.504431e-05	2.498381e-02
16.680	6.740619e-03	4.521539e-03	1.496059e-05	2.494710e-02
16.690	6.814168e-03	4.570005e-03	1.522974e-05	2.542563e-02
16.700	6.228596e-03	4.171089e-03	1.465346e-05	2.466605e-02
16.710	6.303307e-03	4.220392e-03	1.492938e-05	2.515847e-02
16.720	6.374313e-03	4.267195e-03	1.520144e-05	2.564637e-02
16.730	6.235350e-03	4.171606e-03	1.519290e-05	2.572133e-02
16.740	6.299313e-03	4.213674e-03	1.545866e-05	2.620326e-02
16.750	5.763814e-03	3.849915e-03	1.488038e-05	2.543046e-02
16.760	5.830655e-03	3.893873e-03	1.515603e-05	2.593079e-02
16.770	5.653375e-03	3.772861e-03	1.507064e-05	2.589085e-02
16.780	5.714981e-03	3.813288e-03	1.534106e-05	2.638634e-02
16.790	5.222361e-03	3.479592e-03	1.475425e-05	2.558775e-02
16.800	5.284854e-03	3.520648e-03	1.503126e-05	2.609722e-02
16.810	5.344276e-03	3.559643e-03	1.530449e-05	2.660216e-02
16.820	5.227293e-03	3.479669e-03	1.529356e-05	2.667596e-02
16.830	5.280751e-03	3.514674e-03	1.556023e-05	2.717424e-02
16.840	4.830501e-03	3.210523e-03	1.497230e-05	2.636240e-02
16.850	4.886480e-03	3.247182e-03	1.524928e-05	2.688049e-02
16.860	4.735909e-03	3.145002e-03	1.515812e-05	2.683019e-02
16.870	4.787519e-03	3.178732e-03	1.542972e-05	2.734286e-02
16.880	4.373581e-03	2.899867e-03	1.483428e-05	2.650547e-02
16.890	4.425846e-03	2.934057e-03	1.511227e-05	2.703213e-02
16.900	4.475546e-03	2.966533e-03	1.538651e-05	2.755420e-02
16.910	4.377187e-03	2.899690e-03	1.537366e-05	2.762693e-02
16.920	4.421835e-03	2.928801e-03	1.564106e-05	2.814159e-02
16.930	4.043636e-03	2.674694e-03	1.504513e-05	2.729084e-02
16.940	4.090469e-03	2.705237e-03	1.532313e-05	2.782640e-02
16.950	3.964996e-03	2.620558e-03	1.523153e-05	2.777310e-02
16.960	4.008162e-03	2.648657e-03	1.550401e-05	2.830275e-02
16.970	3.660646e-03	2.415775e-03	1.490130e-05	2.742636e-02
16.980	3.704296e-03	2.444211e-03	1.517998e-05	2.797001e-02
16.990	3.745826e-03	2.471237e-03	1.545503e-05	2.850914e-02
17.000	3.663208e-03	2.415412e-03	1.544058e-05	2.858073e-02
17.010	3.700469e-03	2.439608e-03	1.570856e-05	2.911172e-02
17.020	3.383113e-03	2.227486e-03	1.510601e-05	2.822212e-02
17.030	3.422278e-03	2.252927e-03	1.538493e-05	2.877525e-02
17.040	3.315943e-03	2.181555e-03	1.528854e-05	2.871127e-02
17.050	3.352055e-03	2.204971e-03	1.556190e-05	2.925814e-02
17.060	3.060613e-03	2.010662e-03	1.495329e-05	2.834297e-02
17.070	3.097067e-03	2.034315e-03	1.523262e-05	2.890377e-02
17.080	3.131751e-03	2.056797e-03	1.550838e-05	2.946005e-02
17.090	3.062433e-03	2.010216e-03	1.549268e-05	2.953061e-02
17.100	3.093510e-03	2.030316e-03	1.576113e-05	3.007795e-02
17.110	2.827444e-03	1.853366e-03	1.515306e-05	2.914940e-02
17.120	2.860166e-03	1.874540e-03	1.543274e-05	2.972007e-02
17.130	2.771734e-03	1.815488e-03	1.533679e-05	2.965336e-02
17.140	2.801896e-03	1.834974e-03	1.561077e-05	3.021723e-02
17.150	2.557672e-03	1.672945e-03	1.499718e-05	2.926302e-02
17.160	2.588076e-03	1.692596e-03	1.527693e-05	2.984079e-02
17.170	2.617019e-03	1.711285e-03	1.555325e-05	3.041414e-02
17.180	2.558910e-03	1.672443e-03	1.553650e-05	3.048359e-02
17.190	2.584811e-03	1.689132e-03	1.580530e-05	3.104725e-02
17.200	2.361950e-03	1.541631e-03	1.519270e-05	3.007981e-02
17.210	2.389279e-03	1.559250e-03	1.547308e-05	3.066811e-02
17.220	2.314473e-03	1.509550e-03	1.537298e-05	3.059030e-02
17.230	2.339673e-03	1.525771e-03	1.564762e-05	3.117144e-02
17.240	2.135216e-03	1.390768e-03	1.503005e-05	3.017843e-02
17.250	2.160574e-03	1.407097e-03	1.531022e-05	3.077336e-02
17.260	2.184716e-03	1.422628e-03	1.558705e-05	3.136386e-02
17.270	2.136052e-03	1.390264e-03	1.556950e-05	3.143227e-02
17.280	2.157628e-03	1.404117e-03	1.583861e-05	3.201232e-02
17.290	1.971107e-03	1.281240e-03	1.522221e-05	3.100588e-02
17.300	1.993910e-03	1.295888e-03	1.550316e-05	3.161176e-02
17.310	1.931805e-03	1.254822e-03	1.540409e-05	3.153145e-02
17.320	1.952827e-03	1.268307e-03	1.567919e-05	3.212962e-02
17.330	1.781779e-03	1.155879e-03	1.505817e-05	3.109749e-02
17.340	1.802904e-03	1.169433e-03	1.533862e-05	3.170941e-02
17.350	1.823025e-03	1.182332e-03	1.561585e-05	3.231701e-02
17.360	1.782302e-03	1.155382e-03	1.559762e-05	3.238431e-02
17.370	1.800264e-03	1.166873e-03	1.586695e-05	3.298068e-02
17.380	1.644286e-03	1.064578e-03	1.524745e-05	3.193531e-02
17.390	1.663309e-03	1.076755e-03	1.552894e-05	3.255888e-02
17.400	1.610867e-03	1.042242e-03	1.542620e-05	3.246714e-02
17.410	1.628410e-03	1.053457e-03	1.570182e-05	3.308263e-02
17.420	1.485433e-03	9.598917e-04	1.507799e-05	3.201141e-02
17.430	1.503041e-03	9.711503e-04	1.535885e-05	3.264075e-02
17.440	1.519803e-03	9.818595e-04	1.563645e-05	3.326553e-02
17.450	1.485758e-03	9.594342e-04	1.561774e-05	3.333182e-02
17.460	1.500704e-03	9.689640e-04	1.588726e-05	3.394457e-02
17.470	1.370362e-03	8.838495e-04	1.526513e-05	3.286015e-02
17.480	1.386210e-03	8.939616e-04	1.554699e-05	3.350123e-02
17.490	1.342751e-03	8.654849e-04	1.544580e-05	3.340741e-02
17.500	1.357369e-03	8.747995e-04	1.572176e-05	3.403996e-02
17.510	1.237931e-03	7.969685e-04	1.509547e-05	3.292935e-02
17.520	1.252588e-03	8.063092e-04	1.537658e-05	3.357590e-02
17.530	1.266543e-03	8.151953e-04	1.565445e-05	3.421778e-02
17.540	1.238099e-03	7.965445e-04	1.563534e-05	3.428299e-02
17.550	1.250528e-03	8.044434e-04	1.590498e-05	3.491205e-02
17.560	1.141692e-03	7.336666e-04	1.528072e-05	3.378865e-02
17.570	1.154876e-03	7.420524e-04	1.556273e-05	3.444684e-02
17.580	1.118255e-03	7.181602e-04	1.545845e-05	3.434182e-02
17.590	1.130441e-03	7.259004e-04	1.573483e-05	3.499173e-02
17.600	1.030748e-03	6.612005e-04	1.510661e-05	3.384199e-02
17.610	1.042951e-03	6.689527e-04	1.538804e-05	3.450599e-02
17.620	1.054565e-03	6.763243e-04	1.566619e-05	3.516507e-02
17.630	1.030814e-03	6.608195e-04	1.564672e-05	3.522917e-02
17.640	1.041153e-03	6.673684e-04	1.591657e-05	3.587474e-02
17.650	9.503334e-04	6.085433e-04	1.529048e-05	3.471224e-02
17.660	9.612936e-04	6.154925e-04	1.557257e-05	3.538745e-02
17.670	9.309994e-04	5.958085e-04	1.547031e-05	3.528111e-02
17.680	9.411425e-04	6.022318e-04	1.574695e-05	3.594811e-02
17.690	8.579780e-04	5.484694e-04	1.511700e-05	3.475892e-02
17.700	8.681253e-04	5.548958e-04	1.539859e-05	3.544014e-02
17.710	8.777835e-04	5.610076e-04	1.567695e-05	3.611632e-02
17.720	8.579456e-04	5.481112e-04	1.565691e-05	3.617862e-02
17.730	8.665586e-04	5.535509e-04	1.592715e-05	3.684124e-02
17.740	7.908264e-04	5.046860e-04	1.529958e-05	3.563972e-02
17.750	7.999358e-04	5.104443e-04	1.558177e-05	3.633203e-02
17.760	7.744455e-04	4.939482e-04	1.547663e-05	3.621424e-02
17.770	7.828923e-04	4.992817e-04	1.575364e-05	3.689864e-02
17.780	7.908165e-04	5.042802e-04	1.602690e-05	3.757715e-02
17.790	7.220085e-04	4.599644e-04	1.540420e-05	3.636897e-02
17.800	7.300381e-04	4.650307e-04	1.568278e-05	3.706238e-02
17.810	7.134816e-04	4.543105e-04	1.566228e-05	3.712294e-02
17.820	7.206543e-04	4.588278e-04	1.593292e-05	3.780273e-02
17.830	6.575402e-04	4.182547e-04	1.530407e-05	3.656205e-02
17.840	6.651054e-04	4.230230e-04	1.558627e-05	3.727135e-02
17.850	6.440484e-04	4.094471e-04	1.548337e-05	3.715261e-02
17.860	6.510727e-04	4.138699e-04	1.576058e-05	3.785414e-02
17.870	6.576466e-04	4.180048e-04	1.603377e-05	3.854892e-02
17.880	6.003261e-04	3.812212e-04	1.541001e-05	3.730218e-02
17.890	6.069975e-04	3.854185e-04	1.568874e-05	3.801272e-02
17.900	5.931875e-04	3.765110e-04	1.566778e-05	3.807143e-02
17.910	5.991572e-04	3.802605e-04	1.593878e-05	3.876832e-02
17.920	5.465924e-04	3.465889e-04	1.530888e-05	3.748857e-02
17.930	5.528742e-04	3.505372e-04	1.559113e-05	3.821497e-02
17.940	5.351779e-04	3.391704e-04	1.548549e-05	3.808444e-02
17.950	5.410221e-04	3.428400e-04	1.576302e-05	3.880342e-02
17.960	5.464787e-04	3.462628e-04	1.603625e-05	3.951477e-02
17.970	4.987607e-04	3.157479e-04	1.541172e-05	3.822975e-02
17.980	5.043020e-04	3.192247e-04	1.569063e-05	3.895752e-02
17.990	4.927913e-04	3.118277e-04	1.566931e-05	3.901446e-02
18.000	4.977583e-04	3.149392e-04	1.594068e-05	3.972859e-02
18.010	4.540032e-04	2.870066e-04	1.530985e-05	3.840963e-02
18.020	4.592155e-04	2.902737e-04	1.559208e-05	3.915300e-02
18.030	4.446135e-04	2.809271e-04	1.548878e-05	3.902181e-02
18.040	4.494692e-04	2.839680e-04	1.576648e-05	3.975794e-02
18.050	4.539920e-04	2.867976e-04	1.603961e-05	4.048554e-02
18.060	4.142863e-04	2.614915e-04	1.541434e-05	3.916193e-02
18.070	4.188862e-04	2.643700e-04	1.569337e-05	3.990685e-02
18.080	4.092968e-04	2.582295e-04	1.567168e-05	3.996188e-02
18.090	4.134272e-04	2.608104e-04	1.594337e-05	4.069319e-02
18.100	3.770267e-04	2.376492e-04	1.531179e-05	3.933511e-02
18.110	3.813510e-04	2.403527e-04	1.559403e-05	4.009557e-02
18.120	3.690947e-04	2.325344e-04	1.548810e-05	3.995234e-02
18.130	3.731312e-04	2.350559e-04	1.576610e-05	4.070596e-02
18.140	3.768822e-04	2.373966e-04	1.603924e-05	4.145013e-02
18.150	3.438646e-04	2.164210e-04	1.541348e-05	4.008824e-02
18.160	3.476821e-04	2.188038e-04	1.569265e-05	4.085040e-02
18.170	3.396987e-04	2.137092e-04	1.567065e-05	4.090352e-02
18.180	3.431326e-04	2.158495e-04	1.594271e-05	4.165223e-02
18.190	3.128653e-04	1.966517e-04	1.531044e-05	4.025490e-02
18.200	3.164503e-04	1.988874e-04	1.559263e-05	4.103231e-02
18.210	3.063490e-04	1.924646e-04	1.548916e-05	4.088880e-02
18.220	3.097001e-04	1.945527e-04	1.576730e-05	4.165960e-02
18.230	3.128066e-04	1.964864e-04	1.604031e-05	4.241998e-02
18.240	2.853619e-04	1.791053e-04	1.541402e-05	4.101950e-02
18.250	2.885282e-04	1.810768e-04	1.569329e-05	4.179881e-02
18.260	2.818849e-04	1.768513e-04	1.567097e-05	4.184998e-02
18.270	2.847381e-04	1.786255e-04	1.594333e-05	4.261592e-02
18.280	2.595843e-04	1.627196e-04	1.531050e-05	4.117943e-02
18.290	2.625562e-04	1.645685e-04	1.559269e-05	4.197391e-02
18.300	2.540861e-04	1.591999e-04	1.548664e-05	4.181804e-02
18.310	2.568696e-04	1.609303e-04	1.576504e-05	4.260636e-02
18.320	2.594440e-04	1.625290e-04	1.603806e-05	4.338328e-02
18.330	2.366452e-04	1.481334e-04	1.541145e-05	4.194452e-02
18.340	2.392709e-04	1.497644e-04	1.569085e-05	4.274110e-02
18.350	2.337461e-04	1.462614e-04	1.566828e-05	4.279041e-02
18.360	2.361163e-04	1.477319e-04	1.594097e-05	4.357374e-02
18.370	2.152215e-04	1.345580e-04	1.530761e-05	4.209795e-02
18.380	2.176834e-04	1.360859e-04	1.558973e-05	4.290935e-02
18.390	2.107092e-04	1.316787e-04	1.548617e-05	4.275350e-02
18.400	2.130183e-04	1.331108e-04	1.576470e-05	4.355902e-02
18.410	2.151487e-04	1.344308e-04	1.603758e-05	4.435212e-02
18.420	1.962164e-04	1.225110e-04	1.541058e-05	4.287474e-02
18.430	1.983926e-04	1.238596e-04	1.569007e-05	4.368848e-02
18.440	1.937999e-04	1.209566e-04	1.566721e-05	4.373580e-02
18.450	1.957679e-04	1.221748e-04	1.594020e-05	4.453645e-02
18.460	1.784196e-04	1.112678e-04	1.530641e-05	4.302143e-02
18.470	1.804589e-04	1.125306e-04	1.558851e-05	4.384988e-02
18.480	1.746172e-04	1.088499e-04	1.548243e-05	4.368143e-02
18.490	1.765337e-04	1.100359e-04	1.576122e-05	4.450452e-02
18.500	1.782980e-04	1.111266e-04	1.603409e-05	4.531415e-02
18.510	1.625852e-04	1.012613e-04	1.540688e-05	4.379849e-02
18.520	1.643885e-04	1.023764e-04	1.568648e-05	4.462953e-02
18.530	1.605729e-04	9.997157e-05	1.566341e-05	4.467494e-02
18.540	1.622067e-04	1.009807e-04	1.593672e-05	4.549306e-02
18.550	1.478088e-04	9.195337e-05	1.530250e-05	4.393867e-02
18.560	1.494970e-04	9.299647e-05	1.558453e-05	4.478404e-02
18.570	1.446918e-04	8.997722e-05	1.548100e-05	4.461598e-02
18.580	1.462805e-04	9.095827e-05	1.575990e-05	4.545630e-02
18.590	1.477395e-04	9.185831e-05	1.603262e-05	4.628208e-02
18.600	1.347031e-04	8.369520e-05	1.540511e-05	4.472775e-02
18.610	1.361967e-04	8.461681e-05	1.568480e-05	4.557599e-02
18.620	1.330278e-04	8.262525e-05	1.566146e-05	4.561936e-02
18.630	1.343834e-04	8.346080e-05	1.593506e-05	4.645486e-02
18.640	1.224397e-04	7.599192e-05	1.530049e-05	4.486119e-02
18.650	1.238372e-04	7.685356e-05	1.558249e-05	4.572360e-02
18.660	1.198155e-04	7.433352e-05	1.547643e-05	4.554255e-02
18.670	1.211334e-04	7.514562e-05	1.575559e-05	4.640053e-02
18.680	1.223408e-04	7.588891e-05	1.602830e-05	4.724283e-02
18.690	1.115305e-04	6.913726e-05	1.540066e-05	4.565019e-02
18.700	1.127674e-04	6.989888e-05	1.568046e-05	4.651577e-02
18.710	1.101370e-04	6.825028e-05	1.565692e-05	4.655720e-02
18.720	1.112616e-04	6.894208e-05	1.593084e-05	4.741025e-02
18.730	1.013576e-04	6.276436e-05	1.529590e-05	4.577715e-02
18.740	1.025137e-04	6.347570e-05	1.557783e-05	4.665646e-02
18.750	9.920796e-05	6.140962e-05	1.547427e-05	4.647592e-02
18.760	1.003000e-04	6.208117e-05	1.575360e-05	4.735132e-02
18.770	1.012978e-04	6.269422e-05	1.602614e-05	4.820973e-02
18.780	9.233620e-05	5.711110e-05	1.539826e-05	4.657840e-02
18.790	9.335997e-05	5.774024e-05	1.567814e-05	4.746121e-02
18.800	9.117741e-05	5.637587e-05	1.565436e-05	4.750054e-02
18.810	9.210969e-05	5.694824e-05	1.592852e-05	4.837092e-02
18.820	8.390077e-05	5.184037e-05	1.529333e-05	4.669863e-02
18.830	8.485715e-05	5.242767e-05	1.557522e-05	4.759495e-02
18.840	8.209278e-05	5.070435e-05	1.546914e-05	4.740106e-02
18.850	8.299815e-05	5.126005e-05	1.574876e-05	4.829429e-02
18.860	8.382341e-05	5.176609e-05	1.602128e-05	4.916921e-02
18.870	7.639805e-05	4.715118e-05	1.539332e-05	4.749958e-02
18.880	7.724532e-05	4.767084e-05	1.567331e-05	4.839975e-02
18.890	7.543521e-05	4.654216e-05	1.564933e-05	4.843708e-02
18.900	7.620764e-05	4.701549e-05	1.592370e-05	4.932472e-02
18.910	6.940639e-05	4.279351e-05	1.528831e-05	4.761332e-02
18.920	7.019708e-05	4.327813e-05	1.557012e-05	4.852652e-02
18.930	6.792679e-05	4.186622e-05	1.546658e-05	4.833352e-02
18.940	6.867653e-05	4.232552e-05	1.574635e-05	4.924421e-02
18.950	6.935814e-05	4.274268e-05	1.601872e-05	5.013521e-02
18.960	6.320702e-05	3.892860e-05	1.539050e-05	4.842672e-02
18.970	6.390814e-05	3.935781e-05	1.567062e-05	4.934428e-02
18.980	6.240738e-05	3.842431e-05	1.564641e-05	4.937946e-02
18.990	6.304703e-05	3.881555e-05	1.592092e-05	5.028423e-02
19.000	5.741432e-05	3.532694e-05	1.528540e-05	4.853384e-02
19.010	5.806804e-05	3.572686e-05	1.556717e-05	4.946405e-02
19.020	5.617090e-05	3.454982e-05	1.546109e-05	4.925734e-02
19.030	5.679214e-05	3.492970e-05	1.574116e-05	5.018592e-02
19.040	5.735552e-05	3.527388e-05	1.601349e-05	5.109341e-02
19.050	5.226195e-05	3.212263e-05	1.538509e-05	4.934616e-02
19.060	5.284251e-05	3.247739e-05	1.566546e-05	5.028155e-02
19.070	5.159882e-05	3.170561e-05	1.564106e-05	5.031470e-02
19.080	5.212849e-05	3.202901e-05	1.591578e-05	5.123678e-02
19.090	4.746505e-05	2.914708e-05	1.528009e-05	4.944726e-02
19.100	4.800520e-05	2.947693e-05	1.556177e-05	5.039431e-02
19.110	4.852005e-05	2.979120e-05	1.583990e-05	5.133211e-02
19.120	4.696233e-05	2.882690e-05	1.573845e-05	5.113486e-02
19.130	4.742739e-05	2.911051e-05	1.601062e-05	5.205839e-02
19.140	4.321054e-05	2.650732e-05	1.538190e-05	5.027194e-02
19.150	4.369104e-05	2.680042e-05	1.566248e-05	5.122506e-02
19.160	4.266067e-05	2.616248e-05	1.563786e-05	5.125601e-02
19.170	4.309905e-05	2.642967e-05	1.591273e-05	5.219526e-02
19.180	3.923953e-05	2.404964e-05	1.527693e-05	5.036673e-02
19.190	3.968586e-05	2.432172e-05	1.555857e-05	5.133078e-02
19.200	4.011155e-05	2.458111e-05	1.583680e-05	5.228584e-02
19.210	3.881157e-05	2.377815e-05	1.573302e-05	5.207531e-02
19.220	3.919576e-05	2.401204e-05	1.600517e-05	5.301531e-02
19.230	3.570629e-05	2.186240e-05	1.537627e-05	5.119007e-02
19.240	3.610395e-05	2.210455e-05	1.565711e-05	5.216108e-02
19.250	3.525069e-05	2.157743e-05	1.563231e-05	5.218996e-02
19.260	3.561350e-05	2.179819e-05	1.590737e-05	5.314655e-02
19.270	3.242026e-05	1.983309e-05	1.527143e-05	5.127888e-02
19.280	3.278885e-05	2.005740e-05	1.555298e-05	5.225976e-02
19.290	3.314061e-05	2.027139e-05	1.583127e-05	5.323194e-02
19.300	3.207487e-05	1.961447e-05	1.573015e-05	5.302339e-02
19.310	3.239183e-05	1.980712e-05	1.600213e-05	5.397940e-02
19.320	2.950487e-05	1.803225e-05	1.537294e-05	5.211490e-02
19.330	2.983382e-05	1.823223e-05	1.565398e-05	5.310369e-02
19.340	2.912740e-05	1.779675e-05	1.562896e-05	5.313031e-02
19.350	2.942752e-05	1.797907e-05	1.590418e-05	5.410411e-02
19.360	2.678647e-05	1.635702e-05	1.526814e-05	5.219740e-02
19.370	2.709088e-05	1.654197e-05	1.554964e-05	5.319526e-02
19.380	2.738157e-05	1.671851e-05	1.582804e-05	5.418474e-02
19.390	2.649268e-05	1.617175e-05	1.572457e-05	5.396259e-02
19.400	2.675439e-05	1.633056e-05	1.599652e-05	5.493504e-02
19.410	2.436693e-05	1.486566e-05	1.536717e-05	5.303171e-02
19.420	2.463903e-05	1.503082e-05	1.564847e-05	5.403846e-02
19.430	2.405443e-05	1.467117e-05	1.562328e-05	5.406295e-02
19.440	2.430269e-05	1.482175e-05	1.589869e-05	5.505415e-02
19.450	2.211894e-05	1.348315e-05	1.526252e-05	5.310828e-02
19.460	2.237020e-05	1.363556e-05	1.554393e-05	5.412295e-02
19.470	2.261028e-05	1.378114e-05	1.582238e-05	5.512957e-02
19.480	2.188198e-05	1.333402e-05	1.572157e-05	5.490970e-02
19.490	2.209779e-05	1.346477e-05	1.599334e-05	5.589810e-02
19.500	2.012377e-05	1.225586e-05	1.536364e-05	5.395510e-02
19.510	2.034874e-05	1.239220e-05	1.564521e-05	5.498003e-02
19.520	1.986506e-05	1.209523e-05	1.561980e-05	5.500223e-02
19.530	2.007032e-05	1.221954e-05	1.589536e-05	5.601068e-02
19.540	1.826528e-05	1.111515e-05	1.525911e-05	5.402577e-02
19.550	1.847268e-05	1.124076e-05	1.554047e-05	5.505738e-02
19.560	1.867099e-05	1.136082e-05	1.581903e-05	5.608131e-02
19.570	1.806396e-05	1.098889e-05	1.571590e-05	5.584766e-02
19.580	1.824207e-05	1.109663e-05	1.598764e-05	5.685247e-02
19.590	1.661057e-05	1.009932e-05	1.535779e-05	5.487060e-02
19.600	1.679656e-05	1.021186e-05	1.563962e-05	5.591356e-02
19.610	1.639654e-05	9.966732e-06	1.561403e-05	5.593359e-02
19.620	1.656625e-05	1.006936e-05	1.588978e-05	5.695947e-02
19.630	1.507463e-05	9.158382e-06	1.525343e-05	5.493545e-02
19.640	1.524574e-05	9.261857e-06	1.553468e-05	5.598379e-02
19.650	1.540944e-05	9.360822e-06	1.581330e-05	5.702488e-02
19.660	1.491241e-05	9.056839e-06	1.571285e-05	5.679393e-02
19.670	1.505921e-05	9.145510e-06	1.598441e-05	5.781466e-02
19.680	1.371102e-05	8.322852e-06	1.535428e-05	5.579340e-02
19.690	1.386472e-05	8.415721e-06	1.563631e-05	5.685426e-02
19.700	1.353396e-05	8.213407e-06	1.561051e-05	5.687192e-02
19.710	1.367421e-05	8.298095e-06	1.588641e-05	5.791509e-02
19.720	1.244196e-05	7.546849e-06	1.524999e-05	5.585205e-02
19.730	1.258313e-05	7.632098e-06	1.553118e-05	5.691727e-02
19.740	1.271829e-05	7.713685e-06	1.580990e-05	5.797570e-02
19.750	1.230423e-05	7.460910e-06	1.570711e-05	5.773063e-02
19.760	1.242533e-05	7.533950e-06	1.597863e-05	5.876775e-02
19.770	1.131168e-05	6.855585e-06	1.534837e-05	5.670758e-02
19.780	1.143871e-05	6.932226e-06	1.563067e-05	5.778659e-02
19.790	1.116530e-05	6.765301e-06	1.560468e-05	5.780198e-02
19.800	1.128121e-05	6.835191e-06	1.588077e-05	5.886264e-02
19.810	1.026348e-05	6.215785e-06	1.524426e-05	5.676047e-02
19.820	1.037990e-05	6.285983e-06	1.552534e-05	5.784239e-02
19.830	1.049142e-05	6.353209e-06	1.580412e-05	5.891799e-02
19.840	1.015256e-05	6.146694e-06	1.570398e-05	5.867587e-02
19.850	1.025233e-05	6.206786e-06	1.597533e-05	5.972891e-02
19.860	9.332554e-06	5.647460e-06	1.534479e-05	5.762931e-02
19.870	9.437481e-06	5.710678e-06	1.562731e-05	5.872629e-02
19.880	9.211539e-06	5.572972e-06	1.560109e-05	5.873924e-02
19.890	9.307288e-06	5.630627e-06	1.587733e-05	5.981722e-02
19.900	8.466970e-06	5.120042e-06	1.524076e-05	5.767601e-02
19.910	8.562980e-06	5.177854e-06	1.552178e-05	5.877480e-02
19.920	8.655014e-06	5.233256e-06	1.580066e-05	5.986775e-02
19.930	8.372886e-06	5.061613e-06	1.569818e-05	5.961125e-02
19.940	8.455154e-06	5.111097e-06	1.596952e-05	6.068074e-02
19.950	7.695789e-06	4.650069e-06	1.533884e-05	5.854219e-02
19.960	7.782470e-06	4.702223e-06	1.562164e-05	5.965739e-02
19.970	7.595814e-06	4.588654e-06	1.559523e-05	5.966801e-02
19.980	7.674910e-06	4.636217e-06	1.587167e-05	6.076352e-02
19.990	6.981221e-06	4.215402e-06	1.523495e-05	5.858299e-02
20.000	7.060375e-06	4.263001e-06	1.551591e-05	5.969864e-02
20.010	7.136284e-06	4.308635e-06	1.579485e-05	6.080878e-02
20.020	6.905527e-06	4.168471e-06	1.569503e-05	6.055560e-02
20.030	6.973281e-06	4.209172e-06	1.596621e-05	6.164103e-02
20.040	6.346431e-06	3.829199e-06	1.533526e-05	5.946299e-02
20.050	6.417999e-06	3.872203e-06	1.561827e-05	6.059622e-02
20.060	6.263826e-06	3.778552e-06	1.559164e-05	6.060434e-02
20.070	6.329137e-06	3.817775e-06	1.586822e-05	6.171721e-02
20.080	5.756623e-06	3.471010e-06	1.523132e-05	5.949712e-02
20.090	5.821908e-06	3.510217e-06	1.551234e-05	6.063011e-02
20.100	5.884526e-06	3.547811e-06	1.579138e-05	6.175763e-02
20.110	5.692487e-06	3.431354e-06	1.568921e-05	6.148971e-02
20.120	5.748334e-06	3.464859e-06	1.596037e-05	6.259158e-02
20.130	5.231058e-06	3.151787e-06	1.532929e-05	6.037454e-02
20.140	5.290122e-06	3.187232e-06	1.561247e-05	6.152564e-02
20.150	5.162857e-06	3.110050e-06	1.558575e-05	6.153182e-02
20.160	5.216787e-06	3.142397e-06	1.586253e-05	6.266226e-02
20.170	4.744383e-06	2.856700e-06	1.522542e-05	6.040251e-02
20.180	4.798201e-06	2.888980e-06	1.550645e-05	6.155267e-02
20.190	4.849828e-06	2.919936e-06	1.578555e-05	6.269739e-02
20.200	4.692822e-06	2.824869e-06	1.568602e-05	6.243307e-02
20.210	4.738799e-06	2.852418e-06	1.595703e-05	6.355086e-02
20.220	4.311994e-06	2.594487e-06	1.532568e-05	6.129427e-02
20.230	4.360665e-06	2.623659e-06	1.560878e-05	6.246232e-02
20.240	4.255674e-06	2.560084e-06	1.558213e-05	6.246706e-02
20.250	4.300189e-06	2.586750e-06	1.585905e-05	6.361491e-02
20.260	3.910487e-06	2.351416e-06	1.522176e-05	6.131556e-02
20.270	3.954858e-06	2.377996e-06	1.550285e-05	6.248307e-02
20.280	3.997428e-06	2.403491e-06	1.578205e-05	6.364519e-02
