# Interaction rate with the URB_Protheroe96
# log10(E/eV)	1/lambda_PP [1/Mpc]	1/lambda_ICS [1/Mpc]	1/lambda_DPP [1/Mpc]	1/lambda_TPP [1/Mpc]
16.550	2.312002e-06	3.909523e-03	9.826061e-14	7.259849e-10
16.560	2.441038e-06	3.999371e-03	1.038979e-13	7.674911e-10
16.570	2.577197e-06	4.092350e-03	1.098585e-13	8.113623e-10
16.580	2.720866e-06	4.188583e-03	1.161607e-13	8.577327e-10
16.590	2.872455e-06	4.288201e-03	1.228243e-13	9.067439e-10
16.600	3.032393e-06	4.391338e-03	1.298698e-13	9.585454e-10
16.610	3.201133e-06	4.498137e-03	1.373191e-13	1.013295e-09
16.620	3.379153e-06	4.650118e-03	1.451954e-13	1.071161e-09
16.630	3.566957e-06	4.759026e-03	1.535229e-13	1.132317e-09
16.640	3.765073e-06	4.871719e-03	1.623275e-13	1.196952e-09
16.650	3.974059e-06	4.988346e-03	1.716365e-13	1.265261e-09
16.660	4.194504e-06	5.109063e-03	1.814787e-13	1.337452e-09
16.670	4.427024e-06	5.234032e-03	1.918846e-13	1.413745e-09
16.680	4.672273e-06	5.491972e-03	2.028863e-13	1.494371e-09
16.690	4.930935e-06	5.609714e-03	2.145179e-13	1.579574e-09
16.700	5.203732e-06	5.731272e-03	2.268154e-13	1.669613e-09
16.710	5.491425e-06	5.856790e-03	2.398167e-13	1.764761e-09
16.720	5.794814e-06	5.986420e-03	2.535620e-13	1.865306e-09
16.730	6.114740e-06	6.120317e-03	2.680938e-13	1.971551e-09
16.740	6.452091e-06	6.310549e-03	2.834570e-13	2.083818e-09
16.750	6.807799e-06	6.446766e-03	2.996988e-13	2.202446e-09
16.760	7.182847e-06	6.587361e-03	3.168695e-13	2.327793e-09
16.770	7.578267e-06	6.732500e-03	3.350219e-13	2.460236e-09
16.780	7.995148e-06	6.882353e-03	3.542121e-13	2.600175e-09
16.790	8.434633e-06	7.164371e-03	3.744990e-13	2.748030e-09
16.800	8.897926e-06	7.308962e-03	3.959452e-13	2.904247e-09
16.810	9.386295e-06	7.457917e-03	4.186167e-13	3.069294e-09
16.820	9.901070e-06	7.611392e-03	4.425832e-13	3.243667e-09
16.830	1.044366e-05	7.769551e-03	4.679183e-13	3.427889e-09
16.840	1.101552e-05	7.974260e-03	4.947000e-13	3.622512e-09
16.850	1.161823e-05	8.137372e-03	5.230104e-13	3.828117e-09
16.860	1.225339e-05	8.305404e-03	5.529365e-13	4.045321e-09
16.870	1.292274e-05	8.478531e-03	5.845701e-13	4.274772e-09
16.880	1.362808e-05	8.656937e-03	6.180082e-13	4.517155e-09
16.890	1.437129e-05	8.959416e-03	6.533532e-13	4.773192e-09
16.900	1.515438e-05	9.134359e-03	6.907134e-13	5.043647e-09
16.910	1.597944e-05	9.314306e-03	7.302032e-13	5.329324e-09
16.920	1.684868e-05	9.499432e-03	7.719434e-13	5.631071e-09
16.930	1.776440e-05	9.689914e-03	8.160615e-13	5.949787e-09
16.940	1.872906e-05	9.931827e-03	8.626924e-13	6.286414e-09
16.950	1.974520e-05	1.012741e-02	9.119784e-13	6.641953e-09
16.960	2.081552e-05	1.032857e-02	9.640701e-13	7.017454e-09
16.970	2.194285e-05	1.053549e-02	1.019126e-12	7.414027e-09
16.980	2.313014e-05	1.085823e-02	1.077315e-12	7.832846e-09
16.990	2.438054e-05	1.106328e-02	1.138812e-12	8.275144e-09
17.000	2.569731e-05	1.127388e-02	1.203807e-12	8.742226e-09
17.010	2.708389e-05	1.149022e-02	1.272495e-12	9.235466e-09
17.020	2.854392e-05	1.174859e-02	1.345087e-12	9.756315e-09
17.030	3.008118e-05	1.197245e-02	1.421803e-12	1.030630e-08
17.040	3.169968e-05	1.220236e-02	1.502874e-12	1.088704e-08
17.050	3.340360e-05	1.243852e-02	1.588549e-12	1.150023e-08
17.060	3.519734e-05	1.278584e-02	1.679085e-12	1.214767e-08
17.070	3.708554e-05	1.302191e-02	1.774757e-12	1.283125e-08
17.080	3.907304e-05	1.326408e-02	1.875854e-12	1.355296e-08
17.090	4.116494e-05	1.351255e-02	1.982683e-12	1.431491e-08
17.100	4.336659e-05	1.380919e-02	2.095566e-12	1.511931e-08
17.110	4.568360e-05	1.406539e-02	2.214844e-12	1.596852e-08
17.120	4.812187e-05	1.432818e-02	2.340877e-12	1.686498e-08
17.130	5.068758e-05	1.459777e-02	2.474043e-12	1.781131e-08
17.140	5.338723e-05	1.496700e-02	2.614746e-12	1.881024e-08
17.150	5.622763e-05	1.523792e-02	2.763407e-12	1.986466e-08
17.160	5.921592e-05	1.551554e-02	2.920473e-12	2.097761e-08
17.170	6.235960e-05	1.583233e-02	3.086417e-12	2.215232e-08
17.180	6.566654e-05	1.611990e-02	3.261737e-12	2.339215e-08
17.190	6.914499e-05	1.641454e-02	3.446957e-12	2.470068e-08
17.200	7.280360e-05	1.671646e-02	3.642633e-12	2.608167e-08
17.210	7.665144e-05	1.711381e-02	3.849351e-12	2.753907e-08
17.220	8.069803e-05	1.741877e-02	4.067728e-12	2.907706e-08
17.230	8.495336e-05	1.773098e-02	4.298417e-12	3.070003e-08
17.240	8.942788e-05	1.808852e-02	4.542106e-12	3.241263e-08
17.250	9.413255e-05	1.841093e-02	4.799522e-12	3.421973e-08
17.260	9.907889e-05	1.874094e-02	5.071431e-12	3.612648e-08
17.270	1.042789e-04	1.916919e-02	5.358642e-12	3.813829e-08
17.280	1.097453e-04	1.950392e-02	5.662009e-12	4.026088e-08
17.290	1.154913e-04	1.984625e-02	5.982432e-12	4.250026e-08
17.300	1.215307e-04	2.022646e-02	6.320863e-12	4.486276e-08
17.310	1.278781e-04	2.058106e-02	6.678304e-12	4.735506e-08
17.320	1.345487e-04	2.094368e-02	7.055812e-12	4.998418e-08
17.330	1.415584e-04	2.131456e-02	7.454504e-12	5.275752e-08
17.340	1.489239e-04	2.177279e-02	7.875557e-12	5.568289e-08
17.350	1.566628e-04	2.214989e-02	8.320214e-12	5.876848e-08
17.360	1.647934e-04	2.253529e-02	8.789784e-12	6.202293e-08
17.370	1.733348e-04	2.296175e-02	9.285650e-12	6.545536e-08
17.380	1.823071e-04	2.335994e-02	9.809270e-12	6.907533e-08
17.390	1.917314e-04	2.376684e-02	1.036218e-11	7.289293e-08
17.400	2.016296e-04	2.425843e-02	1.094600e-11	7.691879e-08
17.410	2.120248e-04	2.467311e-02	1.156245e-11	8.116408e-08
17.420	2.229411e-04	2.509657e-02	1.221333e-11	8.564056e-08
17.430	2.344037e-04	2.555353e-02	1.290053e-11	9.036062e-08
17.440	2.464390e-04	2.599187e-02	1.362607e-11	9.533729e-08
17.450	2.590747e-04	2.643948e-02	1.439205e-11	1.005843e-07
17.460	2.723395e-04	2.696735e-02	1.520072e-11	1.061161e-07
17.470	2.862638e-04	2.742436e-02	1.605442e-11	1.119478e-07
17.480	3.008791e-04	2.792319e-02	1.695563e-11	1.180954e-07
17.490	3.162184e-04	2.839536e-02	1.790696e-11	1.245758e-07
17.500	3.323163e-04	2.887712e-02	1.891118e-11	1.314067e-07
17.510	3.492090e-04	2.944212e-02	1.997118e-11	1.386066e-07
17.520	3.670630e-04	2.993488e-02	2.109002e-11	1.461951e-07
17.530	3.856438e-04	3.043739e-02	2.227094e-11	1.541928e-07
17.540	4.055442e-04	3.097314e-02	2.351733e-11	1.626214e-07
17.550	4.259435e-04	3.149292e-02	2.483278e-11	1.715037e-07
17.560	4.473401e-04	3.202296e-02	2.622107e-11	1.808636e-07
17.570	4.725001e-04	3.262944e-02	2.768618e-11	1.907263e-07
17.580	4.956581e-04	3.317206e-02	2.923230e-11	2.011183e-07
17.590	5.219711e-04	3.372513e-02	3.086387e-11	2.120675e-07
17.600	5.471579e-04	3.431488e-02	3.258553e-11	2.236031e-07
17.610	5.808057e-04	3.488595e-02	3.440220e-11	2.357559e-07
17.620	6.075638e-04	3.553385e-02	3.631905e-11	2.485582e-07
17.630	6.389074e-04	3.611904e-02	3.834153e-11	2.620442e-07
17.640	6.678753e-04	3.671516e-02	4.047537e-11	2.762495e-07
17.650	6.982144e-04	3.734296e-02	4.272663e-11	2.912117e-07
17.660	7.413132e-04	3.795894e-02	4.510168e-11	3.069703e-07
17.670	7.730258e-04	3.858636e-02	4.760722e-11	3.235668e-07
17.680	8.121048e-04	3.928283e-02	5.025032e-11	3.410448e-07
17.690	8.460645e-04	3.992600e-02	5.303843e-11	3.594501e-07
17.700	8.984328e-04	4.060633e-02	5.597937e-11	3.788308e-07
17.710	9.334888e-04	4.126999e-02	5.908142e-11	3.992375e-07
17.720	9.766918e-04	4.194559e-02	6.235324e-11	4.207232e-07
17.730	1.014211e-03	4.268932e-02	6.580401e-11	4.433438e-07
17.740	1.053418e-03	4.338221e-02	6.944335e-11	4.671578e-07
17.750	1.114313e-03	4.410677e-02	7.328140e-11	4.922267e-07
17.760	1.154390e-03	4.482202e-02	7.732886e-11	5.186152e-07
17.770	1.205739e-03	4.554978e-02	8.159695e-11	5.463911e-07
17.780	1.248178e-03	4.634419e-02	8.609751e-11	5.756255e-07
17.790	1.317540e-03	4.709085e-02	9.084300e-11	6.063933e-07
17.800	1.360625e-03	4.785031e-02	9.584653e-11	6.387729e-07
17.810	1.414730e-03	4.864352e-02	1.011219e-10	6.728467e-07
17.820	1.460458e-03	4.942638e-02	1.066836e-10	7.087012e-07
17.830	1.508116e-03	5.027396e-02	1.125470e-10	7.464271e-07
17.840	1.584325e-03	5.107726e-02	1.187280e-10	7.861196e-07
17.850	1.632462e-03	5.189392e-02	1.252437e-10	8.278787e-07
17.860	1.694625e-03	5.273983e-02	1.321119e-10	8.718092e-07
17.870	1.745229e-03	5.358175e-02	1.393511e-10	9.180211e-07
17.880	1.828711e-03	5.448620e-02	1.469813e-10	9.666297e-07
17.890	1.879675e-03	5.535013e-02	1.550230e-10	1.017756e-06
17.900	1.943584e-03	5.622804e-02	1.634980e-10	1.071527e-06
17.910	1.997347e-03	5.713885e-02	1.724294e-10	1.128076e-06
17.920	2.053214e-03	5.804284e-02	1.818411e-10	1.187543e-06
17.930	2.141991e-03	5.900695e-02	1.917586e-10	1.250073e-06
17.940	2.198142e-03	5.993444e-02	2.022085e-10	1.315820e-06
17.950	2.270118e-03	6.087651e-02	2.132188e-10	1.384946e-06
17.960	2.328839e-03	6.184716e-02	2.248190e-10	1.457619e-06
17.970	2.423800e-03	6.281711e-02	2.370401e-10	1.534015e-06
17.980	2.482794e-03	6.384469e-02	2.499146e-10	1.614321e-06
17.990	2.555766e-03	6.483967e-02	2.634768e-10	1.698730e-06
18.000	2.617719e-03	6.586808e-02	2.777627e-10	1.787445e-06
18.010	2.681903e-03	6.689152e-02	2.928101e-10	1.880680e-06
18.020	2.781090e-03	6.793043e-02	3.086587e-10	1.978659e-06
18.030	2.845564e-03	6.902440e-02	3.253504e-10	2.081615e-06
18.040	2.926528e-03	7.008977e-02	3.429290e-10	2.189794e-06
18.050	2.993739e-03	7.118431e-02	3.614406e-10	2.303452e-06
18.060	3.098390e-03	7.227980e-02	3.809337e-10	2.422857e-06
18.070	3.165980e-03	7.339136e-02	4.014592e-10	2.548293e-06
18.080	3.247871e-03	7.455544e-02	4.230705e-10	2.681279e-06
18.090	3.318610e-03	7.569487e-02	4.458239e-10	2.819509e-06
18.100	3.391684e-03	7.686627e-02	4.697784e-10	2.966798e-06
18.110	3.500079e-03	7.803667e-02	4.949958e-10	3.118999e-06
18.120	3.573633e-03	7.922367e-02	5.215412e-10	3.278823e-06
18.130	3.663810e-03	8.046064e-02	5.494831e-10	3.456717e-06
18.140	3.740304e-03	8.167682e-02	5.788931e-10	3.631521e-06
18.150	3.853828e-03	8.292115e-02	6.098465e-10	3.821093e-06
18.160	3.930971e-03	8.416981e-02	6.424224e-10	4.012940e-06
18.170	4.022233e-03	8.546988e-02	6.767039e-10	4.243067e-06
18.180	4.102761e-03	8.674888e-02	7.127779e-10	4.450949e-06
18.190	4.185723e-03	8.804511e-02	7.507360e-10	4.669072e-06
18.200	4.303067e-03	8.937161e-02	7.906757e-10	4.913477e-06
18.210	4.386857e-03	9.070104e-02	8.326943e-10	5.151489e-06
18.220	4.486720e-03	9.207922e-02	8.769027e-10	5.452284e-06
18.230	4.573740e-03	9.344010e-02	9.234046e-10	5.707755e-06
18.240	4.696297e-03	9.482914e-02	9.723497e-10	5.998116e-06
18.250	4.784380e-03	9.622427e-02	1.023797e-09	6.276352e-06
18.260	4.886074e-03	9.763729e-02	1.077936e-09	6.568042e-06
18.270	4.977840e-03	9.909650e-02	1.134841e-09	6.950290e-06
18.280	5.072153e-03	1.005420e-01	1.194684e-09	7.260739e-06
18.290	5.199102e-03	1.020176e-01	1.257799e-09	7.626382e-06
18.300	5.294721e-03	1.034978e-01	1.323943e-09	7.962240e-06
18.310	5.405753e-03	1.050250e-01	1.393659e-09	8.430789e-06
18.320	5.504947e-03	1.065385e-01	1.466753e-09	8.785765e-06
18.330	5.637528e-03	1.080703e-01	1.544393e-09	9.157440e-06
18.340	5.738319e-03	1.096291e-01	1.625072e-09	9.588099e-06
18.350	5.852035e-03	1.111966e-01	1.710359e-09	9.990107e-06
18.360	5.956875e-03	1.128085e-01	1.799436e-09	1.055881e-05
18.370	6.064398e-03	1.144100e-01	1.893055e-09	1.098111e-05
18.380	6.202366e-03	1.160409e-01	1.993624e-09	1.149556e-05
18.390	6.311788e-03	1.176783e-01	2.096717e-09	1.194936e-05
18.400	6.435646e-03	1.193343e-01	2.206525e-09	1.242401e-05
18.410	6.549089e-03	1.210322e-01	2.320147e-09	1.309873e-05
18.420	6.693445e-03	1.227226e-01	2.444994e-09	1.359467e-05
18.430	6.809123e-03	1.244395e-01	2.569721e-09	1.418152e-05
18.440	6.936976e-03	1.261664e-01	2.703452e-09	1.471500e-05
18.450	7.057152e-03	1.279353e-01	2.840739e-09	1.550665e-05
18.460	7.180184e-03	1.296969e-01	2.984921e-09	1.606206e-05
18.470	7.331286e-03	1.314773e-01	3.146747e-09	1.664215e-05
18.480	7.456911e-03	1.332851e-01	3.304351e-09	1.734741e-05
18.490	7.596116e-03	1.351017e-01	3.475996e-09	1.796718e-05
18.500	7.726276e-03	1.369578e-01	3.648932e-09	1.887995e-05
18.510	7.884786e-03	1.388092e-01	3.850460e-09	1.952273e-05
18.520	8.017913e-03	1.406862e-01	4.038581e-09	2.029265e-05
18.530	8.162478e-03	1.425740e-01	4.244912e-09	2.098096e-05
18.540	8.300640e-03	1.444803e-01	4.451063e-09	2.169911e-05
18.550	8.441873e-03	1.464237e-01	4.667381e-09	2.274236e-05
18.560	8.608803e-03	1.483647e-01	4.925368e-09	2.348504e-05
18.570	8.753415e-03	1.503318e-01	5.159367e-09	2.439656e-05
18.580	8.910652e-03	1.523085e-01	5.421605e-09	2.518675e-05
18.590	9.060420e-03	1.543221e-01	5.676922e-09	2.637213e-05
18.600	9.236049e-03	1.563331e-01	5.995447e-09	2.718765e-05
18.610	9.389609e-03	1.583621e-01	6.270075e-09	2.803719e-05
18.620	9.553936e-03	1.604147e-01	6.579123e-09	2.903976e-05
18.630	9.713162e-03	1.624790e-01	6.878506e-09	2.994590e-05
18.640	9.875726e-03	1.645776e-01	7.192323e-09	3.127802e-05
18.650	1.006173e-02	1.666754e-01	7.590585e-09	3.221141e-05
18.660	1.022855e-02	1.687977e-01	7.926128e-09	3.336257e-05
18.670	1.040726e-02	1.709297e-01	8.313457e-09	3.435207e-05
18.680	1.057994e-02	1.730791e-01	8.677278e-09	3.538181e-05
18.690	1.077616e-02	1.752602e-01	9.160578e-09	3.686371e-05
18.700	1.095353e-02	1.774420e-01	9.547422e-09	3.792233e-05
18.710	1.113446e-02	1.796455e-01	9.952491e-09	3.917271e-05
18.720	1.132488e-02	1.818603e-01	1.041256e-08	4.029821e-05
18.730	1.151231e-02	1.841062e-01	1.085167e-08	4.195628e-05
18.740	1.172113e-02	1.863523e-01	1.143933e-08	4.311274e-05
18.750	1.191378e-02	1.886207e-01	1.190363e-08	4.453606e-05
18.760	1.211759e-02	1.908984e-01	1.245257e-08	4.575864e-05
18.770	1.231691e-02	1.931919e-01	1.295298e-08	4.702879e-05
18.780	1.253768e-02	1.955139e-01	1.365177e-08	4.885468e-05
18.790	1.274270e-02	1.978369e-01	1.417827e-08	5.015791e-05
18.800	1.295162e-02	2.001794e-01	1.472881e-08	5.169359e-05
18.810	1.316970e-02	2.025321e-01	1.536416e-08	5.307527e-05
18.820	1.338597e-02	2.049123e-01	1.595785e-08	5.510037e-05
18.830	1.362182e-02	2.072928e-01	1.678484e-08	5.651795e-05
18.840	1.384435e-02	2.096876e-01	1.740649e-08	5.798851e-05
18.850	1.407755e-02	2.121012e-01	1.815566e-08	5.975127e-05
18.860	1.430766e-02	2.145232e-01	1.882184e-08	6.130158e-05
18.870	1.455740e-02	2.169698e-01	1.978562e-08	6.351491e-05
18.880	1.479428e-02	2.194171e-01	2.048036e-08	6.510384e-05
18.890	1.503549e-02	2.218810e-01	2.120569e-08	6.696754e-05
18.900	1.528562e-02	2.243534e-01	2.205206e-08	6.864792e-05
18.910	1.553510e-02	2.268492e-01	2.283046e-08	7.108587e-05
18.920	1.580261e-02	2.293447e-01	2.394417e-08	7.280853e-05
18.930	1.605949e-02	2.318518e-01	2.475279e-08	7.459270e-05
18.940	1.632660e-02	2.343744e-01	2.573782e-08	7.671730e-05
18.950	1.659205e-02	2.369034e-01	2.660015e-08	7.859450e-05
18.960	1.687559e-02	2.394528e-01	2.787510e-08	8.124490e-05
18.970	1.714897e-02	2.420017e-01	2.876813e-08	8.316786e-05
18.980	1.742715e-02	2.445637e-01	2.969895e-08	8.540942e-05
18.990	1.771413e-02	2.471317e-01	3.079189e-08	8.743854e-05
19.000	1.800161e-02	2.497186e-01	3.178646e-08	9.034205e-05
19.010	1.830582e-02	2.523036e-01	3.323073e-08	9.242156e-05
19.020	1.860188e-02	2.548971e-01	3.425762e-08	9.457202e-05
19.030	1.890796e-02	2.575022e-01	3.551685e-08	9.711648e-05
19.040	1.921369e-02	2.601110e-01	3.660706e-08	9.937461e-05
19.050	1.953621e-02	2.627354e-01	3.823512e-08	1.025185e-04
19.060	1.985108e-02	2.653573e-01	3.935824e-08	1.048314e-04
19.070	2.017127e-02	2.679883e-01	4.052686e-08	1.075080e-04
19.080	2.050024e-02	2.706222e-01	4.190174e-08	1.099437e-04
19.090	2.083083e-02	2.732616e-01	4.314554e-08	1.124606e-04
19.100	2.117708e-02	2.759134e-01	4.496046e-08	1.158688e-04
19.110	2.151751e-02	2.785616e-01	4.623896e-08	1.184463e-04
19.120	2.186778e-02	2.812170e-01	4.780596e-08	1.214686e-04
19.130	2.221902e-02	2.838727e-01	4.915844e-08	1.241710e-04
19.140	2.258600e-02	2.865388e-01	5.117871e-08	1.278739e-04
19.150	2.294765e-02	2.891996e-01	5.256688e-08	1.306421e-04
19.160	2.331517e-02	2.918650e-01	5.400876e-08	1.338209e-04
19.170	2.369155e-02	2.945295e-01	5.570242e-08	1.367308e-04
19.180	2.407063e-02	2.971953e-01	5.723177e-08	1.397336e-04
19.190	2.446452e-02	2.998681e-01	5.945576e-08	1.437379e-04
19.200	2.485472e-02	3.025341e-01	6.102305e-08	1.468137e-04
19.210	2.525476e-02	3.052025e-01	6.293882e-08	1.503914e-04
19.220	2.565696e-02	3.078671e-01	6.459129e-08	1.536111e-04
19.230	2.607407e-02	3.105366e-01	6.704129e-08	1.579479e-04
19.240	2.648797e-02	3.131973e-01	6.873328e-08	1.612470e-04
19.250	2.690830e-02	3.158576e-01	7.048762e-08	1.650047e-04
19.260	2.733765e-02	3.185127e-01	7.253921e-08	1.684668e-04
19.270	2.777073e-02	3.211644e-01	7.439430e-08	1.720347e-04
19.280	2.821795e-02	3.238174e-01	7.706550e-08	1.767162e-04
19.290	2.866343e-02	3.264598e-01	7.896304e-08	1.803720e-04
19.300	2.911879e-02	3.290993e-01	8.126421e-08	1.845830e-04
19.310	2.957747e-02	3.317306e-01	8.325973e-08	1.884052e-04
19.320	3.005041e-02	3.343609e-01	8.617856e-08	1.934630e-04
19.330	3.052207e-02	3.369784e-01	8.821901e-08	1.973808e-04
19.340	3.100072e-02	3.395903e-01	9.033095e-08	2.018070e-04
19.350	3.148859e-02	3.421922e-01	9.278456e-08	2.059121e-04
19.360	3.198116e-02	3.447856e-01	9.501177e-08	2.101374e-04
19.370	3.248735e-02	3.473744e-01	9.817154e-08	2.155903e-04
19.380	3.299357e-02	3.499483e-01	1.004475e-07	2.199213e-04
19.390	3.350978e-02	3.525139e-01	1.031847e-07	2.248687e-04
19.400	3.403034e-02	3.550664e-01	1.055723e-07	2.293908e-04
19.410	3.456465e-02	3.576119e-01	1.090024e-07	2.352691e-04
19.420	3.509940e-02	3.601403e-01	1.114424e-07	2.399063e-04
19.430	3.564167e-02	3.626561e-01	1.139636e-07	2.446735e-04
19.440	3.619339e-02	3.651599e-01	1.168690e-07	2.499551e-04
19.450	3.675068e-02	3.676484e-01	1.195214e-07	2.549430e-04
19.460	3.732119e-02	3.701263e-01	1.232158e-07	2.612746e-04
19.470	3.789327e-02	3.725848e-01	1.259254e-07	2.663896e-04
19.480	3.847546e-02	3.750294e-01	1.291458e-07	2.721770e-04
19.490	3.906294e-02	3.774559e-01	1.319832e-07	2.775118e-04
19.500	3.966374e-02	3.798694e-01	1.359738e-07	2.843253e-04
19.510	4.026650e-02	3.822613e-01	1.388733e-07	2.897981e-04
19.520	4.087725e-02	3.846352e-01	1.418644e-07	2.954180e-04
19.530	4.149765e-02	3.869916e-01	1.452803e-07	3.016023e-04
19.540	4.212438e-02	3.893276e-01	1.484204e-07	3.074744e-04
19.550	4.276396e-02	3.916473e-01	1.527036e-07	3.148085e-04
19.560	4.340646e-02	3.939429e-01	1.559121e-07	3.208325e-04
19.570	4.405916e-02	3.962189e-01	1.596833e-07	3.275944e-04
19.580	4.471794e-02	3.984720e-01	1.630369e-07	3.338700e-04
19.590	4.538964e-02	4.007063e-01	1.676456e-07	3.417490e-04
19.600	4.606456e-02	4.029143e-01	1.710738e-07	3.481892e-04
19.610	4.674787e-02	4.050992e-01	1.746049e-07	3.547956e-04
19.620	4.744094e-02	4.072613e-01	1.785992e-07	3.620182e-04
19.630	4.814095e-02	4.093981e-01	1.822991e-07	3.689122e-04
19.640	4.885346e-02	4.115128e-01	1.872348e-07	3.773883e-04
19.650	4.956997e-02	4.135990e-01	1.910172e-07	3.844629e-04
19.660	5.029669e-02	4.156604e-01	1.954050e-07	3.923351e-04
19.670	5.103011e-02	4.176940e-01	1.993529e-07	3.996979e-04
19.680	5.177602e-02	4.197035e-01	2.046488e-07	4.087911e-04
19.690	5.252618e-02	4.216823e-01	2.086870e-07	4.163491e-04
19.700	5.328494e-02	4.236330e-01	2.128403e-07	4.240946e-04
19.710	5.405348e-02	4.255561e-01	2.174934e-07	4.325103e-04
19.720	5.482938e-02	4.274491e-01	2.218378e-07	4.405830e-04
19.730	5.561734e-02	4.293150e-01	2.275026e-07	4.503605e-04
19.740	5.641014e-02	4.311481e-01	2.319471e-07	4.586468e-04
19.750	5.721302e-02	4.329517e-01	2.370433e-07	4.678010e-04
19.760	5.802298e-02	4.347232e-01	2.416757e-07	4.764154e-04
19.770	5.884493e-02	4.364654e-01	2.477402e-07	4.868896e-04
19.780	5.967183e-02	4.381732e-01	2.524819e-07	4.957343e-04
19.790	6.050738e-02	4.398485e-01	2.573522e-07	5.047898e-04
19.800	6.135254e-02	4.414916e-01	2.627568e-07	5.145718e-04
19.810	6.220524e-02	4.431006e-01	2.678432e-07	5.239984e-04
19.820	6.306944e-02	4.446780e-01	2.743268e-07	5.352550e-04
19.830	6.393899e-02	4.462189e-01	2.795342e-07	5.449327e-04
19.840	6.481830e-02	4.477261e-01	2.854303e-07	5.555421e-04
19.850	6.570482e-02	4.491973e-01	2.908518e-07	5.655934e-04
19.860	6.660267e-02	4.506352e-01	2.977820e-07	5.776363e-04
19.870	6.750585e-02	4.520351e-01	3.033358e-07	5.879576e-04
19.880	6.841747e-02	4.533990e-01	3.090329e-07	5.985152e-04
19.890	6.933831e-02	4.547268e-01	3.152977e-07	6.098582e-04
19.900	7.026658e-02	4.560173e-01	3.212393e-07	6.208355e-04
19.910	7.120560e-02	4.572722e-01	3.286479e-07	6.337706e-04
19.920	7.215013e-02	4.584877e-01	3.347354e-07	6.450413e-04
19.930	7.310388e-02	4.596660e-01	3.415537e-07	6.573191e-04
19.940	7.406462e-02	4.608055e-01	3.478840e-07	6.690124e-04
19.950	7.503582e-02	4.619081e-01	3.557926e-07	6.828317e-04
19.960	7.601237e-02	4.629701e-01	3.622819e-07	6.948392e-04
19.970	7.699683e-02	4.639931e-01	3.689309e-07	7.071109e-04
19.980	7.798985e-02	4.649773e-01	3.761801e-07	7.202291e-04
19.990	7.898985e-02	4.659214e-01	3.831053e-07	7.329738e-04
20.000	7.999962e-02	4.668272e-01	3.915614e-07	7.478064e-04
20.010	8.101465e-02	4.676913e-01	3.986615e-07	7.608911e-04
20.020	8.203804e-02	4.685157e-01	4.065253e-07	7.750510e-04
20.030	8.306787e-02	4.692991e-01	4.139015e-07	7.886131e-04
20.040	8.410500e-02	4.700432e-01	4.214551e-07	8.044382e-04
20.050	8.515111e-02	4.707449e-01	4.304857e-07	8.183635e-04
20.060	8.620226e-02	4.714056e-01	4.382297e-07	8.325833e-04
20.070	8.726096e-02	4.720255e-01	4.466058e-07	8.477130e-04
20.080	8.832583e-02	4.726037e-01	4.546613e-07	8.624636e-04
20.090	8.939917e-02	4.731416e-01	4.643069e-07	8.794348e-04
20.100	9.047711e-02	4.736366e-01	4.725706e-07	8.945768e-04
20.110	9.156221e-02	4.740904e-01	4.816382e-07	9.108749e-04
20.120	9.265279e-02	4.745018e-01	4.902143e-07	9.265523e-04
20.130	9.374952e-02	4.748726e-01	4.989873e-07	9.446321e-04
20.140	9.485376e-02	4.752001e-01	5.092926e-07	9.607260e-04
20.150	9.596212e-02	4.754855e-01	5.182917e-07	9.771467e-04
20.160	9.707666e-02	4.757293e-01	5.279548e-07	9.945431e-04
20.170	9.819614e-02	4.759306e-01	5.373046e-07	1.011557e-03
20.180	9.932244e-02	4.760907e-01	5.482997e-07	1.030926e-03
20.190	1.004522e-01	4.762076e-01	5.578956e-07	1.048387e-03
20.200	1.015876e-01	4.762828e-01	5.683264e-07	1.067075e-03
20.210	1.027271e-01	4.763153e-01	5.782759e-07	1.085135e-03
20.220	1.038712e-01	4.763058e-01	5.884437e-07	1.103553e-03
20.230	1.050209e-01	4.762551e-01	6.001956e-07	1.124271e-03
20.240	1.061734e-01	4.761614e-01	6.106297e-07	1.143166e-03
20.250	1.073304e-01	4.760260e-01	6.217596e-07	1.163104e-03
20.260	1.084906e-01	4.758484e-01	6.325877e-07	1.182657e-03
20.270	1.096556e-01	4.756298e-01	6.451129e-07	1.204703e-03
20.280	1.108225e-01	4.753686e-01	6.562293e-07	1.224763e-03
20.290	1.119931e-01	4.750662e-01	6.682197e-07	1.246136e-03
20.300	1.131660e-01	4.747219e-01	6.797339e-07	1.266860e-03
20.310	1.143415e-01	4.743363e-01	6.914897e-07	1.287979e-03
20.320	1.155204e-01	4.739102e-01	7.048789e-07	1.311531e-03
20.330	1.167003e-01	4.734423e-01	7.169455e-07	1.333186e-03
20.340	1.178825e-01	4.729337e-01	7.297403e-07	1.355955e-03
20.350	1.190658e-01	4.723842e-01	7.422480e-07	1.378339e-03
20.360	1.202516e-01	4.717948e-01	7.565023e-07	1.403354e-03
20.370	1.214374e-01	4.711644e-01	7.693447e-07	1.426306e-03
20.380	1.226244e-01	4.704942e-01	7.830920e-07	1.450647e-03
20.390	1.238114e-01	4.697838e-01	7.963813e-07	1.474333e-03
20.400	1.249987e-01	4.690338e-01	8.099375e-07	1.498452e-03
